SpanID: cda87f8c3e8735d6, SpanName: http:/inside_payment/pay, SpanKind: SERVER, Timestamp:1693817092899000, SpanDuration: 202.767ms
------SpanID: e36416d2af23eff5, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: CLIENT, Timestamp:1693817081581000, SpanDuration: 13.0ms
--------SpanID: f100595a71170e62, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693817081586000, SpanDuration: 6.0ms
--------SpanID: f100595a71170e62, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693817081587000, SpanDuration: 4.0ms
------SpanID: e36416d2af23eff5, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: SERVER, Timestamp:1693817081582000, SpanDuration: 12.0ms
--------SpanID: f100595a71170e62, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693817081586000, SpanDuration: 6.0ms
--------SpanID: f100595a71170e62, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693817081587000, SpanDuration: 4.0ms
------SpanID: bd39ff541b28ac89, SpanName: http:/config/query, SpanKind: CLIENT, Timestamp:1693817081595000, SpanDuration: 8.0ms
------SpanID: bd39ff541b28ac89, SpanName: http:/config/query, SpanKind: SERVER, Timestamp:1693817081597000, SpanDuration: 6.0ms
----SpanID: 125cfb15b9f3993b, SpanName: http:/seat/getleftticketofinterval, SpanKind: SERVER, Timestamp:1693817081557000, SpanDuration: 48.0ms
------SpanID: ee09283358745c4f, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: CLIENT, Timestamp:1693817081560000, SpanDuration: 13.0ms
--------SpanID: 4f949345e5293ac4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693817081565000, SpanDuration: 5.0ms
--------SpanID: 4f949345e5293ac4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693817081566000, SpanDuration: 4.0ms
------SpanID: ee09283358745c4f, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: SERVER, Timestamp:1693817081562000, SpanDuration: 10.0ms
--------SpanID: 4f949345e5293ac4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693817081565000, SpanDuration: 5.0ms
--------SpanID: 4f949345e5293ac4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693817081566000, SpanDuration: 4.0ms
------SpanID: c95d821976386150, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1693817081574000, SpanDuration: 6.0ms
------SpanID: c95d821976386150, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1693817081575000, SpanDuration: 5.0ms
------SpanID: e36416d2af23eff5, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: CLIENT, Timestamp:1693817081581000, SpanDuration: 13.0ms
--------SpanID: f100595a71170e62, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693817081586000, SpanDuration: 6.0ms
--------SpanID: f100595a71170e62, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693817081587000, SpanDuration: 4.0ms
------SpanID: e36416d2af23eff5, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: SERVER, Timestamp:1693817081582000, SpanDuration: 12.0ms
--------SpanID: f100595a71170e62, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693817081586000, SpanDuration: 6.0ms
--------SpanID: f100595a71170e62, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693817081587000, SpanDuration: 4.0ms
------SpanID: bd39ff541b28ac89, SpanName: http:/config/query, SpanKind: CLIENT, Timestamp:1693817081595000, SpanDuration: 8.0ms
------SpanID: bd39ff541b28ac89, SpanName: http:/config/query, SpanKind: SERVER, Timestamp:1693817081597000, SpanDuration: 6.0ms
----SpanID: 48859dd52b1984ec, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081607000, SpanDuration: 16.0ms
------SpanID: fa86df8bf7ec0431, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081610000, SpanDuration: 11.0ms
--------SpanID: a05fbb886cb32cca, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081614000, SpanDuration: 5.0ms
--------SpanID: a05fbb886cb32cca, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081616000, SpanDuration: 3.0ms
------SpanID: fa86df8bf7ec0431, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693817081612000, SpanDuration: 9.0ms
--------SpanID: a05fbb886cb32cca, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081614000, SpanDuration: 5.0ms
--------SpanID: a05fbb886cb32cca, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081616000, SpanDuration: 3.0ms
----SpanID: 48859dd52b1984ec, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693817081609000, SpanDuration: 13.0ms
------SpanID: fa86df8bf7ec0431, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081610000, SpanDuration: 11.0ms
--------SpanID: a05fbb886cb32cca, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081614000, SpanDuration: 5.0ms
--------SpanID: a05fbb886cb32cca, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081616000, SpanDuration: 3.0ms
------SpanID: fa86df8bf7ec0431, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693817081612000, SpanDuration: 9.0ms
--------SpanID: a05fbb886cb32cca, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081614000, SpanDuration: 5.0ms
--------SpanID: a05fbb886cb32cca, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081616000, SpanDuration: 3.0ms
----SpanID: de3bf9e9a766ff59, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081624000, SpanDuration: 17.0ms
------SpanID: 06f6a810f5b438c4, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081628000, SpanDuration: 11.0ms
--------SpanID: 634044b489608008, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081632000, SpanDuration: 5.0ms
--------SpanID: 634044b489608008, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081635000, SpanDuration: 3.0ms
------SpanID: 06f6a810f5b438c4, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693817081631000, SpanDuration: 8.0ms
--------SpanID: 634044b489608008, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081632000, SpanDuration: 5.0ms
--------SpanID: 634044b489608008, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081635000, SpanDuration: 3.0ms
----SpanID: de3bf9e9a766ff59, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693817081626000, SpanDuration: 14.0ms
------SpanID: 06f6a810f5b438c4, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081628000, SpanDuration: 11.0ms
--------SpanID: 634044b489608008, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081632000, SpanDuration: 5.0ms
--------SpanID: 634044b489608008, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081635000, SpanDuration: 3.0ms
------SpanID: 06f6a810f5b438c4, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693817081631000, SpanDuration: 8.0ms
--------SpanID: 634044b489608008, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081632000, SpanDuration: 5.0ms
--------SpanID: 634044b489608008, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081635000, SpanDuration: 3.0ms
----SpanID: acdf33402e5a2461, SpanName: http:/seat/getleftticketofinterval, SpanKind: CLIENT, Timestamp:1693817081642000, SpanDuration: 56.0ms
------SpanID: 42b49e9f1eb4e63b, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: CLIENT, Timestamp:1693817081647000, SpanDuration: 13.0ms
--------SpanID: a0e7410141132b95, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693817081652000, SpanDuration: 6.0ms
--------SpanID: a0e7410141132b95, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693817081653000, SpanDuration: 4.0ms
------SpanID: 42b49e9f1eb4e63b, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: SERVER, Timestamp:1693817081648000, SpanDuration: 12.0ms
--------SpanID: a0e7410141132b95, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693817081652000, SpanDuration: 6.0ms
--------SpanID: a0e7410141132b95, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693817081653000, SpanDuration: 4.0ms
------SpanID: af2bf32127374cab, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1693817081661000, SpanDuration: 9.0ms
------SpanID: af2bf32127374cab, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1693817081663000, SpanDuration: 6.0ms
------SpanID: f1af3b6b9d5818e5, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: CLIENT, Timestamp:1693817081670000, SpanDuration: 16.0ms
--------SpanID: 5d712529893ababf, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693817081675000, SpanDuration: 9.0ms
--------SpanID: 5d712529893ababf, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693817081678000, SpanDuration: 6.0ms
------SpanID: f1af3b6b9d5818e5, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: SERVER, Timestamp:1693817081672000, SpanDuration: 14.0ms
--------SpanID: 5d712529893ababf, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693817081675000, SpanDuration: 9.0ms
--------SpanID: 5d712529893ababf, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693817081678000, SpanDuration: 6.0ms
------SpanID: 67f814b41080a670, SpanName: http:/config/query, SpanKind: CLIENT, Timestamp:1693817081687000, SpanDuration: 8.0ms
------SpanID: 67f814b41080a670, SpanName: http:/config/query, SpanKind: SERVER, Timestamp:1693817081690000, SpanDuration: 5.0ms
----SpanID: acdf33402e5a2461, SpanName: http:/seat/getleftticketofinterval, SpanKind: SERVER, Timestamp:1693817081644000, SpanDuration: 53.0ms
------SpanID: 42b49e9f1eb4e63b, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: CLIENT, Timestamp:1693817081647000, SpanDuration: 13.0ms
--------SpanID: a0e7410141132b95, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693817081652000, SpanDuration: 6.0ms
--------SpanID: a0e7410141132b95, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693817081653000, SpanDuration: 4.0ms
------SpanID: 42b49e9f1eb4e63b, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: SERVER, Timestamp:1693817081648000, SpanDuration: 12.0ms
--------SpanID: a0e7410141132b95, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693817081652000, SpanDuration: 6.0ms
--------SpanID: a0e7410141132b95, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693817081653000, SpanDuration: 4.0ms
------SpanID: af2bf32127374cab, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1693817081661000, SpanDuration: 9.0ms
------SpanID: af2bf32127374cab, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1693817081663000, SpanDuration: 6.0ms
------SpanID: f1af3b6b9d5818e5, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: CLIENT, Timestamp:1693817081670000, SpanDuration: 16.0ms
--------SpanID: 5d712529893ababf, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693817081675000, SpanDuration: 9.0ms
--------SpanID: 5d712529893ababf, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693817081678000, SpanDuration: 6.0ms
------SpanID: f1af3b6b9d5818e5, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: SERVER, Timestamp:1693817081672000, SpanDuration: 14.0ms
--------SpanID: 5d712529893ababf, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693817081675000, SpanDuration: 9.0ms
--------SpanID: 5d712529893ababf, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693817081678000, SpanDuration: 6.0ms
------SpanID: 67f814b41080a670, SpanName: http:/config/query, SpanKind: CLIENT, Timestamp:1693817081687000, SpanDuration: 8.0ms
------SpanID: 67f814b41080a670, SpanName: http:/config/query, SpanKind: SERVER, Timestamp:1693817081690000, SpanDuration: 5.0ms
----SpanID: 75790b3b67207394, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693817081699000, SpanDuration: 7.0ms
----SpanID: 75790b3b67207394, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693817081701000, SpanDuration: 4.0ms
--SpanID: caef0d533ff8a1e2, SpanName: http:/travel2/gettripalldetailinfo/, SpanKind: SERVER, Timestamp:1693817081367000, SpanDuration: 343.0ms
----SpanID: f3fe4ecc6770e532, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081372000, SpanDuration: 15.0ms
------SpanID: 598b675e529e05c7, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081376000, SpanDuration: 9.0ms
--------SpanID: 2f20ca5a6f8dce41, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081379000, SpanDuration: 5.0ms
--------SpanID: 2f20ca5a6f8dce41, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081380000, SpanDuration: 3.0ms
------SpanID: 598b675e529e05c7, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693817081377000, SpanDuration: 8.0ms
--------SpanID: 2f20ca5a6f8dce41, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081379000, SpanDuration: 5.0ms
--------SpanID: 2f20ca5a6f8dce41, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081380000, SpanDuration: 3.0ms
----SpanID: f3fe4ecc6770e532, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693817081374000, SpanDuration: 13.0ms
------SpanID: 598b675e529e05c7, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081376000, SpanDuration: 9.0ms
--------SpanID: 2f20ca5a6f8dce41, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081379000, SpanDuration: 5.0ms
--------SpanID: 2f20ca5a6f8dce41, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081380000, SpanDuration: 3.0ms
------SpanID: 598b675e529e05c7, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693817081377000, SpanDuration: 8.0ms
--------SpanID: 2f20ca5a6f8dce41, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081379000, SpanDuration: 5.0ms
--------SpanID: 2f20ca5a6f8dce41, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081380000, SpanDuration: 3.0ms
----SpanID: 012cbfb78dc51860, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081389000, SpanDuration: 19.0ms
------SpanID: a0931687a94de846, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081393000, SpanDuration: 13.0ms
--------SpanID: a946698e424e5895, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081398000, SpanDuration: 6.0ms
--------SpanID: a946698e424e5895, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081400000, SpanDuration: 4.0ms
------SpanID: a0931687a94de846, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693817081396000, SpanDuration: 10.0ms
--------SpanID: a946698e424e5895, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081398000, SpanDuration: 6.0ms
--------SpanID: a946698e424e5895, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081400000, SpanDuration: 4.0ms
----SpanID: 012cbfb78dc51860, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693817081391000, SpanDuration: 17.0ms
------SpanID: a0931687a94de846, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081393000, SpanDuration: 13.0ms
--------SpanID: a946698e424e5895, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081398000, SpanDuration: 6.0ms
--------SpanID: a946698e424e5895, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081400000, SpanDuration: 4.0ms
------SpanID: a0931687a94de846, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693817081396000, SpanDuration: 10.0ms
--------SpanID: a946698e424e5895, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081398000, SpanDuration: 6.0ms
--------SpanID: a946698e424e5895, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081400000, SpanDuration: 4.0ms
----SpanID: f120fe5c958bcbe7, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693817081409000, SpanDuration: 5.0ms
----SpanID: f120fe5c958bcbe7, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693817081411000, SpanDuration: 3.0ms
----SpanID: 44d335ed224c36aa, SpanName: http:/ticketinfo/queryfortravel, SpanKind: CLIENT, Timestamp:1693817081415000, SpanDuration: 63.0ms
------SpanID: b9a92e583fe003fb, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1693817081419000, SpanDuration: 56.0ms
--------SpanID: 2a57e0008c514187, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693817081423000, SpanDuration: 6.0ms
--------SpanID: 2a57e0008c514187, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693817081426000, SpanDuration: 2.0ms
--------SpanID: 331b645617512e9e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693817081430000, SpanDuration: 5.0ms
--------SpanID: 331b645617512e9e, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693817081432000, SpanDuration: 3.0ms
--------SpanID: ec820a107ee1af6c, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693817081436000, SpanDuration: 7.0ms
--------SpanID: ec820a107ee1af6c, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693817081437000, SpanDuration: 6.0ms
--------SpanID: 98758aa06bf05650, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693817081444000, SpanDuration: 5.0ms
--------SpanID: 98758aa06bf05650, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693817081445000, SpanDuration: 4.0ms
--------SpanID: 2286925057ab50e5, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693817081450000, SpanDuration: 8.0ms
--------SpanID: 2286925057ab50e5, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693817081452000, SpanDuration: 5.0ms
--------SpanID: bcb7719024664a09, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081460000, SpanDuration: 5.0ms
--------SpanID: bcb7719024664a09, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081462000, SpanDuration: 3.0ms
--------SpanID: 96b79a57980b75a7, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081466000, SpanDuration: 7.0ms
--------SpanID: 96b79a57980b75a7, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081468000, SpanDuration: 4.0ms
------SpanID: b9a92e583fe003fb, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1693817081421000, SpanDuration: 54.0ms
--------SpanID: 2a57e0008c514187, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693817081423000, SpanDuration: 6.0ms
--------SpanID: 2a57e0008c514187, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693817081426000, SpanDuration: 2.0ms
--------SpanID: 331b645617512e9e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693817081430000, SpanDuration: 5.0ms
--------SpanID: 331b645617512e9e, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693817081432000, SpanDuration: 3.0ms
--------SpanID: ec820a107ee1af6c, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693817081436000, SpanDuration: 7.0ms
--------SpanID: ec820a107ee1af6c, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693817081437000, SpanDuration: 6.0ms
--------SpanID: 98758aa06bf05650, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693817081444000, SpanDuration: 5.0ms
--------SpanID: 98758aa06bf05650, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693817081445000, SpanDuration: 4.0ms
--------SpanID: 2286925057ab50e5, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693817081450000, SpanDuration: 8.0ms
--------SpanID: 2286925057ab50e5, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693817081452000, SpanDuration: 5.0ms
--------SpanID: bcb7719024664a09, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081460000, SpanDuration: 5.0ms
--------SpanID: bcb7719024664a09, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081462000, SpanDuration: 3.0ms
--------SpanID: 96b79a57980b75a7, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081466000, SpanDuration: 7.0ms
--------SpanID: 96b79a57980b75a7, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081468000, SpanDuration: 4.0ms
----SpanID: 44d335ed224c36aa, SpanName: http:/ticketinfo/queryfortravel, SpanKind: SERVER, Timestamp:1693817081418000, SpanDuration: 59.0ms
------SpanID: b9a92e583fe003fb, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1693817081419000, SpanDuration: 56.0ms
--------SpanID: 2a57e0008c514187, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693817081423000, SpanDuration: 6.0ms
--------SpanID: 2a57e0008c514187, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693817081426000, SpanDuration: 2.0ms
--------SpanID: 331b645617512e9e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693817081430000, SpanDuration: 5.0ms
--------SpanID: 331b645617512e9e, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693817081432000, SpanDuration: 3.0ms
--------SpanID: ec820a107ee1af6c, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693817081436000, SpanDuration: 7.0ms
--------SpanID: ec820a107ee1af6c, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693817081437000, SpanDuration: 6.0ms
--------SpanID: 98758aa06bf05650, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693817081444000, SpanDuration: 5.0ms
--------SpanID: 98758aa06bf05650, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693817081445000, SpanDuration: 4.0ms
--------SpanID: 2286925057ab50e5, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693817081450000, SpanDuration: 8.0ms
--------SpanID: 2286925057ab50e5, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693817081452000, SpanDuration: 5.0ms
--------SpanID: bcb7719024664a09, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081460000, SpanDuration: 5.0ms
--------SpanID: bcb7719024664a09, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081462000, SpanDuration: 3.0ms
--------SpanID: 96b79a57980b75a7, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081466000, SpanDuration: 7.0ms
--------SpanID: 96b79a57980b75a7, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081468000, SpanDuration: 4.0ms
------SpanID: b9a92e583fe003fb, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1693817081421000, SpanDuration: 54.0ms
--------SpanID: 2a57e0008c514187, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693817081423000, SpanDuration: 6.0ms
--------SpanID: 2a57e0008c514187, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693817081426000, SpanDuration: 2.0ms
--------SpanID: 331b645617512e9e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693817081430000, SpanDuration: 5.0ms
--------SpanID: 331b645617512e9e, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693817081432000, SpanDuration: 3.0ms
--------SpanID: ec820a107ee1af6c, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693817081436000, SpanDuration: 7.0ms
--------SpanID: ec820a107ee1af6c, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693817081437000, SpanDuration: 6.0ms
--------SpanID: 98758aa06bf05650, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693817081444000, SpanDuration: 5.0ms
--------SpanID: 98758aa06bf05650, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693817081445000, SpanDuration: 4.0ms
--------SpanID: 2286925057ab50e5, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693817081450000, SpanDuration: 8.0ms
--------SpanID: 2286925057ab50e5, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693817081452000, SpanDuration: 5.0ms
--------SpanID: bcb7719024664a09, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081460000, SpanDuration: 5.0ms
--------SpanID: bcb7719024664a09, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081462000, SpanDuration: 3.0ms
--------SpanID: 96b79a57980b75a7, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081466000, SpanDuration: 7.0ms
--------SpanID: 96b79a57980b75a7, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081468000, SpanDuration: 4.0ms
----SpanID: 40f3ebe2eaa4e3ec, SpanName: http:/orderother/calculate, SpanKind: CLIENT, Timestamp:1693817081478000, SpanDuration: 7.0ms
----SpanID: 40f3ebe2eaa4e3ec, SpanName: http:/orderother/calculate, SpanKind: SERVER, Timestamp:1693817081480000, SpanDuration: 4.0ms
