SpanID: 8f81c4ca74ee92bd, SpanName: http:/consignprice/getprice, SpanKind: SERVER, Timestamp:1694757702845000, SpanDuration: 85.341ms
--SpanID: 4efac43f66e84ca1, SpanName: http:/seat/getleftticketofinterval, SpanKind: CLIENT, Timestamp:1694757676652000, SpanDuration: 528.0ms
----SpanID: 5eb9bb5ef77debed, SpanName: http:/travel/getroutebytripid/d1345, SpanKind: CLIENT, Timestamp:1694757676851000, SpanDuration: 50.0ms
------SpanID: 9c00b5162371510c, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694757676875000, SpanDuration: 7.0ms
------SpanID: 9c00b5162371510c, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694757676877000, SpanDuration: 4.0ms
----SpanID: 5eb9bb5ef77debed, SpanName: http:/travel/getroutebytripid/d1345, SpanKind: SERVER, Timestamp:1694757676865000, SpanDuration: 31.0ms
------SpanID: 9c00b5162371510c, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694757676875000, SpanDuration: 7.0ms
------SpanID: 9c00b5162371510c, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694757676877000, SpanDuration: 4.0ms
----SpanID: c9f4cfb227f0ec6b, SpanName: http:/order/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1694757676939000, SpanDuration: 23.0ms
----SpanID: c9f4cfb227f0ec6b, SpanName: http:/order/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1694757676941000, SpanDuration: 20.0ms
----SpanID: 30a7704168a3d199, SpanName: http:/travel/gettraintypebytripid/d1345, SpanKind: CLIENT, Timestamp:1694757676966000, SpanDuration: 28.0ms
------SpanID: 4f21227c6bc058a3, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694757676974000, SpanDuration: 9.0ms
------SpanID: 4f21227c6bc058a3, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694757676976000, SpanDuration: 6.0ms
----SpanID: 30a7704168a3d199, SpanName: http:/travel/gettraintypebytripid/d1345, SpanKind: SERVER, Timestamp:1694757676968000, SpanDuration: 25.0ms
------SpanID: 4f21227c6bc058a3, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694757676974000, SpanDuration: 9.0ms
------SpanID: 4f21227c6bc058a3, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694757676976000, SpanDuration: 6.0ms
----SpanID: 4d566f7643690aa2, SpanName: http:/config/query, SpanKind: CLIENT, Timestamp:1694757676996000, SpanDuration: 174.0ms
----SpanID: 4d566f7643690aa2, SpanName: http:/config/query, SpanKind: SERVER, Timestamp:1694757677083000, SpanDuration: 83.0ms
--SpanID: 4efac43f66e84ca1, SpanName: http:/seat/getleftticketofinterval, SpanKind: SERVER, Timestamp:1694757676758000, SpanDuration: 417.0ms
----SpanID: 5eb9bb5ef77debed, SpanName: http:/travel/getroutebytripid/d1345, SpanKind: CLIENT, Timestamp:1694757676851000, SpanDuration: 50.0ms
------SpanID: 9c00b5162371510c, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694757676875000, SpanDuration: 7.0ms
------SpanID: 9c00b5162371510c, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694757676877000, SpanDuration: 4.0ms
----SpanID: 5eb9bb5ef77debed, SpanName: http:/travel/getroutebytripid/d1345, SpanKind: SERVER, Timestamp:1694757676865000, SpanDuration: 31.0ms
------SpanID: 9c00b5162371510c, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694757676875000, SpanDuration: 7.0ms
------SpanID: 9c00b5162371510c, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694757676877000, SpanDuration: 4.0ms
----SpanID: c9f4cfb227f0ec6b, SpanName: http:/order/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1694757676939000, SpanDuration: 23.0ms
----SpanID: c9f4cfb227f0ec6b, SpanName: http:/order/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1694757676941000, SpanDuration: 20.0ms
----SpanID: 30a7704168a3d199, SpanName: http:/travel/gettraintypebytripid/d1345, SpanKind: CLIENT, Timestamp:1694757676966000, SpanDuration: 28.0ms
------SpanID: 4f21227c6bc058a3, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694757676974000, SpanDuration: 9.0ms
------SpanID: 4f21227c6bc058a3, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694757676976000, SpanDuration: 6.0ms
----SpanID: 30a7704168a3d199, SpanName: http:/travel/gettraintypebytripid/d1345, SpanKind: SERVER, Timestamp:1694757676968000, SpanDuration: 25.0ms
------SpanID: 4f21227c6bc058a3, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694757676974000, SpanDuration: 9.0ms
------SpanID: 4f21227c6bc058a3, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694757676976000, SpanDuration: 6.0ms
----SpanID: 4d566f7643690aa2, SpanName: http:/config/query, SpanKind: CLIENT, Timestamp:1694757676996000, SpanDuration: 174.0ms
----SpanID: 4d566f7643690aa2, SpanName: http:/config/query, SpanKind: SERVER, Timestamp:1694757677083000, SpanDuration: 83.0ms
--SpanID: 23de0d17569f21b8, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1694757677182000, SpanDuration: 24.0ms
----SpanID: 34c295d29c03a96c, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694757677188000, SpanDuration: 15.0ms
------SpanID: 84ff0ff4add76a4b, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694757677192000, SpanDuration: 9.0ms
------SpanID: 84ff0ff4add76a4b, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694757677195000, SpanDuration: 6.0ms
----SpanID: 34c295d29c03a96c, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694757677190000, SpanDuration: 13.0ms
------SpanID: 84ff0ff4add76a4b, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694757677192000, SpanDuration: 9.0ms
------SpanID: 84ff0ff4add76a4b, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694757677195000, SpanDuration: 6.0ms
--SpanID: 23de0d17569f21b8, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694757677185000, SpanDuration: 20.0ms
----SpanID: 34c295d29c03a96c, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694757677188000, SpanDuration: 15.0ms
------SpanID: 84ff0ff4add76a4b, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694757677192000, SpanDuration: 9.0ms
------SpanID: 84ff0ff4add76a4b, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694757677195000, SpanDuration: 6.0ms
----SpanID: 34c295d29c03a96c, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694757677190000, SpanDuration: 13.0ms
------SpanID: 84ff0ff4add76a4b, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694757677192000, SpanDuration: 9.0ms
------SpanID: 84ff0ff4add76a4b, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694757677195000, SpanDuration: 6.0ms
--SpanID: dc57e143fc61e05c, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1694757677207000, SpanDuration: 23.0ms
----SpanID: 3ead9ef0f6f69da2, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694757677213000, SpanDuration: 15.0ms
------SpanID: f13308d2ce06b4f1, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694757677219000, SpanDuration: 7.0ms
------SpanID: f13308d2ce06b4f1, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694757677221000, SpanDuration: 4.0ms
----SpanID: 3ead9ef0f6f69da2, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694757677216000, SpanDuration: 12.0ms
------SpanID: f13308d2ce06b4f1, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694757677219000, SpanDuration: 7.0ms
------SpanID: f13308d2ce06b4f1, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694757677221000, SpanDuration: 4.0ms
--SpanID: dc57e143fc61e05c, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694757677210000, SpanDuration: 19.0ms
----SpanID: 3ead9ef0f6f69da2, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694757677213000, SpanDuration: 15.0ms
------SpanID: f13308d2ce06b4f1, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694757677219000, SpanDuration: 7.0ms
------SpanID: f13308d2ce06b4f1, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694757677221000, SpanDuration: 4.0ms
----SpanID: 3ead9ef0f6f69da2, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694757677216000, SpanDuration: 12.0ms
------SpanID: f13308d2ce06b4f1, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694757677219000, SpanDuration: 7.0ms
------SpanID: f13308d2ce06b4f1, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694757677221000, SpanDuration: 4.0ms
--SpanID: 47dde80f3a89f7e5, SpanName: http:/seat/getleftticketofinterval, SpanKind: CLIENT, Timestamp:1694757677231000, SpanDuration: 66.0ms
----SpanID: 70fb6947eb57515b, SpanName: http:/travel/getroutebytripid/d1345, SpanKind: CLIENT, Timestamp:1694757677237000, SpanDuration: 17.0ms
------SpanID: 036239650d9f897b, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694757677244000, SpanDuration: 7.0ms
------SpanID: 036239650d9f897b, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694757677246000, SpanDuration: 4.0ms
----SpanID: 70fb6947eb57515b, SpanName: http:/travel/getroutebytripid/d1345, SpanKind: SERVER, Timestamp:1694757677238000, SpanDuration: 15.0ms
------SpanID: 036239650d9f897b, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694757677244000, SpanDuration: 7.0ms
------SpanID: 036239650d9f897b, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694757677246000, SpanDuration: 4.0ms
----SpanID: 1721b06feb1817c6, SpanName: http:/order/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1694757677255000, SpanDuration: 10.0ms
----SpanID: 1721b06feb1817c6, SpanName: http:/order/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1694757677257000, SpanDuration: 8.0ms
----SpanID: acb397a00595a1b6, SpanName: http:/travel/gettraintypebytripid/d1345, SpanKind: CLIENT, Timestamp:1694757677267000, SpanDuration: 16.0ms
------SpanID: b62a12499d3a16b5, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694757677272000, SpanDuration: 9.0ms
------SpanID: b62a12499d3a16b5, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694757677273000, SpanDuration: 7.0ms
----SpanID: acb397a00595a1b6, SpanName: http:/travel/gettraintypebytripid/d1345, SpanKind: SERVER, Timestamp:1694757677268000, SpanDuration: 14.0ms
------SpanID: b62a12499d3a16b5, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694757677272000, SpanDuration: 9.0ms
------SpanID: b62a12499d3a16b5, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694757677273000, SpanDuration: 7.0ms
----SpanID: 0a95aac73d000204, SpanName: http:/config/query, SpanKind: CLIENT, Timestamp:1694757677284000, SpanDuration: 10.0ms
----SpanID: 0a95aac73d000204, SpanName: http:/config/query, SpanKind: SERVER, Timestamp:1694757677287000, SpanDuration: 6.0ms
--SpanID: 47dde80f3a89f7e5, SpanName: http:/seat/getleftticketofinterval, SpanKind: SERVER, Timestamp:1694757677234000, SpanDuration: 62.0ms
----SpanID: 70fb6947eb57515b, SpanName: http:/travel/getroutebytripid/d1345, SpanKind: CLIENT, Timestamp:1694757677237000, SpanDuration: 17.0ms
------SpanID: 036239650d9f897b, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694757677244000, SpanDuration: 7.0ms
------SpanID: 036239650d9f897b, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694757677246000, SpanDuration: 4.0ms
----SpanID: 70fb6947eb57515b, SpanName: http:/travel/getroutebytripid/d1345, SpanKind: SERVER, Timestamp:1694757677238000, SpanDuration: 15.0ms
------SpanID: 036239650d9f897b, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694757677244000, SpanDuration: 7.0ms
------SpanID: 036239650d9f897b, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694757677246000, SpanDuration: 4.0ms
----SpanID: 1721b06feb1817c6, SpanName: http:/order/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1694757677255000, SpanDuration: 10.0ms
----SpanID: 1721b06feb1817c6, SpanName: http:/order/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1694757677257000, SpanDuration: 8.0ms
----SpanID: acb397a00595a1b6, SpanName: http:/travel/gettraintypebytripid/d1345, SpanKind: CLIENT, Timestamp:1694757677267000, SpanDuration: 16.0ms
------SpanID: b62a12499d3a16b5, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694757677272000, SpanDuration: 9.0ms
------SpanID: b62a12499d3a16b5, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694757677273000, SpanDuration: 7.0ms
----SpanID: acb397a00595a1b6, SpanName: http:/travel/gettraintypebytripid/d1345, SpanKind: SERVER, Timestamp:1694757677268000, SpanDuration: 14.0ms
------SpanID: b62a12499d3a16b5, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694757677272000, SpanDuration: 9.0ms
------SpanID: b62a12499d3a16b5, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694757677273000, SpanDuration: 7.0ms
----SpanID: 0a95aac73d000204, SpanName: http:/config/query, SpanKind: CLIENT, Timestamp:1694757677284000, SpanDuration: 10.0ms
----SpanID: 0a95aac73d000204, SpanName: http:/config/query, SpanKind: SERVER, Timestamp:1694757677287000, SpanDuration: 6.0ms
--SpanID: a50b6323f481afcf, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694757677298000, SpanDuration: 8.0ms
--SpanID: a50b6323f481afcf, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694757677300000, SpanDuration: 5.0ms
==================================
SpanID: d1871517725dc05a, SpanName: http:/travel2/query, SpanKind: SERVER, Timestamp:1694757673795000, SpanDuration: 1684.826ms
--SpanID: 2333b037e3750676, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1694757673951000, SpanDuration: 1073.0ms
----SpanID: 7b704f1c5e479895, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694757674239000, SpanDuration: 740.0ms
------SpanID: a6d3e36a7b0f4997, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694757674566000, SpanDuration: 376.0ms
------SpanID: a6d3e36a7b0f4997, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694757674753000, SpanDuration: 181.0ms
----SpanID: 7b704f1c5e479895, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694757674432000, SpanDuration: 540.0ms
------SpanID: a6d3e36a7b0f4997, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694757674566000, SpanDuration: 376.0ms
------SpanID: a6d3e36a7b0f4997, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694757674753000, SpanDuration: 181.0ms
--SpanID: 2333b037e3750676, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694757674090000, SpanDuration: 926.0ms
----SpanID: 7b704f1c5e479895, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694757674239000, SpanDuration: 740.0ms
------SpanID: a6d3e36a7b0f4997, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694757674566000, SpanDuration: 376.0ms
------SpanID: a6d3e36a7b0f4997, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694757674753000, SpanDuration: 181.0ms
----SpanID: 7b704f1c5e479895, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694757674432000, SpanDuration: 540.0ms
------SpanID: a6d3e36a7b0f4997, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694757674566000, SpanDuration: 376.0ms
------SpanID: a6d3e36a7b0f4997, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694757674753000, SpanDuration: 181.0ms
--SpanID: 6e4d683592891f7c, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1694757675058000, SpanDuration: 44.0ms
----SpanID: bf3a0241af91cd69, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694757675067000, SpanDuration: 31.0ms
------SpanID: e6c3d85a5c0d1e1c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694757675082000, SpanDuration: 14.0ms
------SpanID: e6c3d85a5c0d1e1c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694757675087000, SpanDuration: 8.0ms
----SpanID: bf3a0241af91cd69, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694757675075000, SpanDuration: 23.0ms
------SpanID: e6c3d85a5c0d1e1c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694757675082000, SpanDuration: 14.0ms
------SpanID: e6c3d85a5c0d1e1c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694757675087000, SpanDuration: 8.0ms
--SpanID: 6e4d683592891f7c, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694757675063000, SpanDuration: 38.0ms
----SpanID: bf3a0241af91cd69, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694757675067000, SpanDuration: 31.0ms
------SpanID: e6c3d85a5c0d1e1c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694757675082000, SpanDuration: 14.0ms
------SpanID: e6c3d85a5c0d1e1c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694757675087000, SpanDuration: 8.0ms
----SpanID: bf3a0241af91cd69, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694757675075000, SpanDuration: 23.0ms
------SpanID: e6c3d85a5c0d1e1c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694757675082000, SpanDuration: 14.0ms
------SpanID: e6c3d85a5c0d1e1c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694757675087000, SpanDuration: 8.0ms
--SpanID: 87c0e3bc51a6b1a4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1694757675141000, SpanDuration: 258.0ms
--SpanID: 87c0e3bc51a6b1a4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1694757675285000, SpanDuration: 110.0ms
--SpanID: eeb98c444b03c62f, SpanName: http:/route/querybyid/9fc9c261-3263-4bfa-82f8-bb44, SpanKind: CLIENT, Timestamp:1694757675402000, SpanDuration: 15.0ms
--SpanID: eeb98c444b03c62f, SpanName: http:/route/querybyid/9fc9c261-3263-4bfa-82f8-bb44, SpanKind: SERVER, Timestamp:1694757675405000, SpanDuration: 11.0ms
--SpanID: 140a6e1893add2d8, SpanName: http:/route/querybyid/d693a2c5-ef87-4a3c-bef8-600b, SpanKind: CLIENT, Timestamp:1694757675419000, SpanDuration: 10.0ms
--SpanID: 140a6e1893add2d8, SpanName: http:/route/querybyid/d693a2c5-ef87-4a3c-bef8-600b, SpanKind: SERVER, Timestamp:1694757675421000, SpanDuration: 7.0ms
--SpanID: f36de05bbc16388e, SpanName: http:/route/querybyid/20eb7122-3a11-423f-b10a-be0d, SpanKind: CLIENT, Timestamp:1694757675432000, SpanDuration: 14.0ms
--SpanID: f36de05bbc16388e, SpanName: http:/route/querybyid/20eb7122-3a11-423f-b10a-be0d, SpanKind: SERVER, Timestamp:1694757675437000, SpanDuration: 7.0ms
--SpanID: 9c0de60d0c513a2a, SpanName: http:/route/querybyid/1367db1f-461e-4ab7-87ad-2bcc, SpanKind: CLIENT, Timestamp:1694757675448000, SpanDuration: 18.0ms
--SpanID: 9c0de60d0c513a2a, SpanName: http:/route/querybyid/1367db1f-461e-4ab7-87ad-2bcc, SpanKind: SERVER, Timestamp:1694757675450000, SpanDuration: 11.0ms
==================================
SpanID: 84d1b1432c29aa28, SpanName: http:/login, SpanKind: SERVER, Timestamp:1694757656021000, SpanDuration: 546.288ms
--SpanID: 6994fd7726065d5d, SpanName: http:/verification/verify, SpanKind: CLIENT, Timestamp:1694757656133000, SpanDuration: 59.0ms
--SpanID: 6994fd7726065d5d, SpanName: http:/verification/verify, SpanKind: SERVER, Timestamp:1694757656151000, SpanDuration: 37.0ms
--SpanID: 8185e25abb359d14, SpanName: http:/account/login, SpanKind: CLIENT, Timestamp:1694757656251000, SpanDuration: 295.0ms
--SpanID: 8185e25abb359d14, SpanName: http:/account/login, SpanKind: SERVER, Timestamp:1694757656391000, SpanDuration: 150.0ms
==================================
SpanID: 9180feb2dc660652, SpanName: http:/assurance/getallassurancetype, SpanKind: SERVER, Timestamp:1694757650981000, SpanDuration: 13.209ms
==================================
SpanID: 54280669a386ce7f, SpanName: http:/assurance/getallassurancetype, SpanKind: SERVER, Timestamp:1694757650762000, SpanDuration: 100.464ms
==================================
SpanID: 9359ef6b915e20c2, SpanName: http:/verification/generate, SpanKind: SERVER, Timestamp:1694757650661000, SpanDuration: 317.347ms
==================================
