SpanID: 2c21b508ce0ed054, SpanName: http:/consignprice/getprice, SpanKind: SERVER, Timestamp:1694758646441000, SpanDuration: 81.323ms
----SpanID: fa76bcaaccd3cd6d, SpanName: http:/travel/getroutebytripid/d1345, SpanKind: CLIENT, Timestamp:1694758631058000, SpanDuration: 42.0ms
------SpanID: 83c323c93358d10c, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694758631077000, SpanDuration: 6.0ms
------SpanID: 83c323c93358d10c, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694758631078000, SpanDuration: 4.0ms
----SpanID: fa76bcaaccd3cd6d, SpanName: http:/travel/getroutebytripid/d1345, SpanKind: SERVER, Timestamp:1694758631069000, SpanDuration: 26.0ms
------SpanID: 83c323c93358d10c, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694758631077000, SpanDuration: 6.0ms
------SpanID: 83c323c93358d10c, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694758631078000, SpanDuration: 4.0ms
----SpanID: e560fa6765161354, SpanName: http:/order/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1694758631136000, SpanDuration: 18.0ms
----SpanID: e560fa6765161354, SpanName: http:/order/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1694758631139000, SpanDuration: 15.0ms
----SpanID: fbba0471acc132f8, SpanName: http:/travel/gettraintypebytripid/d1345, SpanKind: CLIENT, Timestamp:1694758631157000, SpanDuration: 22.0ms
------SpanID: 7efee0e5c791eca4, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694758631166000, SpanDuration: 8.0ms
------SpanID: 7efee0e5c791eca4, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694758631168000, SpanDuration: 5.0ms
----SpanID: fbba0471acc132f8, SpanName: http:/travel/gettraintypebytripid/d1345, SpanKind: SERVER, Timestamp:1694758631159000, SpanDuration: 18.0ms
------SpanID: 7efee0e5c791eca4, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694758631166000, SpanDuration: 8.0ms
------SpanID: 7efee0e5c791eca4, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694758631168000, SpanDuration: 5.0ms
----SpanID: 3b66a3e18be1ef9a, SpanName: http:/config/query, SpanKind: CLIENT, Timestamp:1694758631181000, SpanDuration: 152.0ms
----SpanID: 3b66a3e18be1ef9a, SpanName: http:/config/query, SpanKind: SERVER, Timestamp:1694758631252000, SpanDuration: 78.0ms
--SpanID: 34611573a9995fd6, SpanName: http:/seat/getleftticketofinterval, SpanKind: SERVER, Timestamp:1694758630977000, SpanDuration: 362.0ms
----SpanID: fa76bcaaccd3cd6d, SpanName: http:/travel/getroutebytripid/d1345, SpanKind: CLIENT, Timestamp:1694758631058000, SpanDuration: 42.0ms
------SpanID: 83c323c93358d10c, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694758631077000, SpanDuration: 6.0ms
------SpanID: 83c323c93358d10c, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694758631078000, SpanDuration: 4.0ms
----SpanID: fa76bcaaccd3cd6d, SpanName: http:/travel/getroutebytripid/d1345, SpanKind: SERVER, Timestamp:1694758631069000, SpanDuration: 26.0ms
------SpanID: 83c323c93358d10c, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694758631077000, SpanDuration: 6.0ms
------SpanID: 83c323c93358d10c, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694758631078000, SpanDuration: 4.0ms
----SpanID: e560fa6765161354, SpanName: http:/order/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1694758631136000, SpanDuration: 18.0ms
----SpanID: e560fa6765161354, SpanName: http:/order/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1694758631139000, SpanDuration: 15.0ms
----SpanID: fbba0471acc132f8, SpanName: http:/travel/gettraintypebytripid/d1345, SpanKind: CLIENT, Timestamp:1694758631157000, SpanDuration: 22.0ms
------SpanID: 7efee0e5c791eca4, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694758631166000, SpanDuration: 8.0ms
------SpanID: 7efee0e5c791eca4, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694758631168000, SpanDuration: 5.0ms
----SpanID: fbba0471acc132f8, SpanName: http:/travel/gettraintypebytripid/d1345, SpanKind: SERVER, Timestamp:1694758631159000, SpanDuration: 18.0ms
------SpanID: 7efee0e5c791eca4, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694758631166000, SpanDuration: 8.0ms
------SpanID: 7efee0e5c791eca4, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694758631168000, SpanDuration: 5.0ms
----SpanID: 3b66a3e18be1ef9a, SpanName: http:/config/query, SpanKind: CLIENT, Timestamp:1694758631181000, SpanDuration: 152.0ms
----SpanID: 3b66a3e18be1ef9a, SpanName: http:/config/query, SpanKind: SERVER, Timestamp:1694758631252000, SpanDuration: 78.0ms
--SpanID: 941afb9149334dca, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1694758631345000, SpanDuration: 22.0ms
----SpanID: 98c06092b4fa5188, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694758631351000, SpanDuration: 13.0ms
------SpanID: 8e2a66721ddf0d90, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694758631355000, SpanDuration: 7.0ms
------SpanID: 8e2a66721ddf0d90, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694758631358000, SpanDuration: 4.0ms
----SpanID: 98c06092b4fa5188, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694758631353000, SpanDuration: 10.0ms
------SpanID: 8e2a66721ddf0d90, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694758631355000, SpanDuration: 7.0ms
------SpanID: 8e2a66721ddf0d90, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694758631358000, SpanDuration: 4.0ms
--SpanID: 941afb9149334dca, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694758631348000, SpanDuration: 19.0ms
----SpanID: 98c06092b4fa5188, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694758631351000, SpanDuration: 13.0ms
------SpanID: 8e2a66721ddf0d90, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694758631355000, SpanDuration: 7.0ms
------SpanID: 8e2a66721ddf0d90, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694758631358000, SpanDuration: 4.0ms
----SpanID: 98c06092b4fa5188, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694758631353000, SpanDuration: 10.0ms
------SpanID: 8e2a66721ddf0d90, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694758631355000, SpanDuration: 7.0ms
------SpanID: 8e2a66721ddf0d90, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694758631358000, SpanDuration: 4.0ms
--SpanID: bce712ed35c4ada1, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1694758631368000, SpanDuration: 24.0ms
----SpanID: 1f70309753ab7b36, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694758631373000, SpanDuration: 17.0ms
------SpanID: c3e8ed185edf90e4, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694758631382000, SpanDuration: 6.0ms
------SpanID: c3e8ed185edf90e4, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694758631384000, SpanDuration: 4.0ms
----SpanID: 1f70309753ab7b36, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694758631378000, SpanDuration: 12.0ms
------SpanID: c3e8ed185edf90e4, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694758631382000, SpanDuration: 6.0ms
------SpanID: c3e8ed185edf90e4, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694758631384000, SpanDuration: 4.0ms
--SpanID: bce712ed35c4ada1, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694758631370000, SpanDuration: 22.0ms
----SpanID: 1f70309753ab7b36, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694758631373000, SpanDuration: 17.0ms
------SpanID: c3e8ed185edf90e4, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694758631382000, SpanDuration: 6.0ms
------SpanID: c3e8ed185edf90e4, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694758631384000, SpanDuration: 4.0ms
----SpanID: 1f70309753ab7b36, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694758631378000, SpanDuration: 12.0ms
------SpanID: c3e8ed185edf90e4, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694758631382000, SpanDuration: 6.0ms
------SpanID: c3e8ed185edf90e4, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694758631384000, SpanDuration: 4.0ms
--SpanID: 992475f60de4564e, SpanName: http:/seat/getleftticketofinterval, SpanKind: CLIENT, Timestamp:1694758631393000, SpanDuration: 75.0ms
----SpanID: f8416acbaefe4699, SpanName: http:/travel/getroutebytripid/d1345, SpanKind: CLIENT, Timestamp:1694758631399000, SpanDuration: 17.0ms
------SpanID: 8a239112e23592ee, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694758631406000, SpanDuration: 7.0ms
------SpanID: 8a239112e23592ee, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694758631407000, SpanDuration: 5.0ms
----SpanID: f8416acbaefe4699, SpanName: http:/travel/getroutebytripid/d1345, SpanKind: SERVER, Timestamp:1694758631401000, SpanDuration: 14.0ms
------SpanID: 8a239112e23592ee, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694758631406000, SpanDuration: 7.0ms
------SpanID: 8a239112e23592ee, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694758631407000, SpanDuration: 5.0ms
----SpanID: 7669c1bf8fcfe55c, SpanName: http:/order/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1694758631418000, SpanDuration: 17.0ms
----SpanID: 7669c1bf8fcfe55c, SpanName: http:/order/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1694758631421000, SpanDuration: 13.0ms
----SpanID: bd636832771548ac, SpanName: http:/travel/gettraintypebytripid/d1345, SpanKind: CLIENT, Timestamp:1694758631435000, SpanDuration: 18.0ms
------SpanID: 01e994468ae84869, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694758631441000, SpanDuration: 9.0ms
------SpanID: 01e994468ae84869, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694758631442000, SpanDuration: 7.0ms
----SpanID: bd636832771548ac, SpanName: http:/travel/gettraintypebytripid/d1345, SpanKind: SERVER, Timestamp:1694758631437000, SpanDuration: 16.0ms
------SpanID: 01e994468ae84869, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694758631441000, SpanDuration: 9.0ms
------SpanID: 01e994468ae84869, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694758631442000, SpanDuration: 7.0ms
----SpanID: f71206c3cfad6c00, SpanName: http:/config/query, SpanKind: CLIENT, Timestamp:1694758631454000, SpanDuration: 10.0ms
----SpanID: f71206c3cfad6c00, SpanName: http:/config/query, SpanKind: SERVER, Timestamp:1694758631458000, SpanDuration: 6.0ms
--SpanID: 992475f60de4564e, SpanName: http:/seat/getleftticketofinterval, SpanKind: SERVER, Timestamp:1694758631396000, SpanDuration: 71.0ms
----SpanID: f8416acbaefe4699, SpanName: http:/travel/getroutebytripid/d1345, SpanKind: CLIENT, Timestamp:1694758631399000, SpanDuration: 17.0ms
------SpanID: 8a239112e23592ee, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694758631406000, SpanDuration: 7.0ms
------SpanID: 8a239112e23592ee, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694758631407000, SpanDuration: 5.0ms
----SpanID: f8416acbaefe4699, SpanName: http:/travel/getroutebytripid/d1345, SpanKind: SERVER, Timestamp:1694758631401000, SpanDuration: 14.0ms
------SpanID: 8a239112e23592ee, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694758631406000, SpanDuration: 7.0ms
------SpanID: 8a239112e23592ee, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694758631407000, SpanDuration: 5.0ms
----SpanID: 7669c1bf8fcfe55c, SpanName: http:/order/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1694758631418000, SpanDuration: 17.0ms
----SpanID: 7669c1bf8fcfe55c, SpanName: http:/order/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1694758631421000, SpanDuration: 13.0ms
----SpanID: bd636832771548ac, SpanName: http:/travel/gettraintypebytripid/d1345, SpanKind: CLIENT, Timestamp:1694758631435000, SpanDuration: 18.0ms
------SpanID: 01e994468ae84869, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694758631441000, SpanDuration: 9.0ms
------SpanID: 01e994468ae84869, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694758631442000, SpanDuration: 7.0ms
----SpanID: bd636832771548ac, SpanName: http:/travel/gettraintypebytripid/d1345, SpanKind: SERVER, Timestamp:1694758631437000, SpanDuration: 16.0ms
------SpanID: 01e994468ae84869, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694758631441000, SpanDuration: 9.0ms
------SpanID: 01e994468ae84869, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694758631442000, SpanDuration: 7.0ms
----SpanID: f71206c3cfad6c00, SpanName: http:/config/query, SpanKind: CLIENT, Timestamp:1694758631454000, SpanDuration: 10.0ms
----SpanID: f71206c3cfad6c00, SpanName: http:/config/query, SpanKind: SERVER, Timestamp:1694758631458000, SpanDuration: 6.0ms
--SpanID: e64b73c0b90ac93f, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694758631469000, SpanDuration: 8.0ms
--SpanID: e64b73c0b90ac93f, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694758631471000, SpanDuration: 6.0ms
==================================
SpanID: a022730ab8ac8ff3, SpanName: http:/travel2/query, SpanKind: SERVER, Timestamp:1694758629289000, SpanDuration: 913.824ms
--SpanID: c4fe6d00666fe507, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1694758629380000, SpanDuration: 547.0ms
----SpanID: 1759abc7578bd418, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694758629554000, SpanDuration: 350.0ms
------SpanID: 449c8554a5201db9, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694758629714000, SpanDuration: 167.0ms
------SpanID: 449c8554a5201db9, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694758629788000, SpanDuration: 87.0ms
----SpanID: 1759abc7578bd418, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694758629631000, SpanDuration: 267.0ms
------SpanID: 449c8554a5201db9, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694758629714000, SpanDuration: 167.0ms
------SpanID: 449c8554a5201db9, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694758629788000, SpanDuration: 87.0ms
--SpanID: c4fe6d00666fe507, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694758629469000, SpanDuration: 452.0ms
----SpanID: 1759abc7578bd418, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694758629554000, SpanDuration: 350.0ms
------SpanID: 449c8554a5201db9, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694758629714000, SpanDuration: 167.0ms
------SpanID: 449c8554a5201db9, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694758629788000, SpanDuration: 87.0ms
----SpanID: 1759abc7578bd418, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694758629631000, SpanDuration: 267.0ms
------SpanID: 449c8554a5201db9, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694758629714000, SpanDuration: 167.0ms
------SpanID: 449c8554a5201db9, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694758629788000, SpanDuration: 87.0ms
--SpanID: b20ebdbb768c5c66, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1694758629940000, SpanDuration: 43.0ms
----SpanID: 48adc4a829d6c41c, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694758629952000, SpanDuration: 30.0ms
------SpanID: f943879c6a0d56b8, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694758629965000, SpanDuration: 15.0ms
------SpanID: f943879c6a0d56b8, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694758629970000, SpanDuration: 9.0ms
----SpanID: 48adc4a829d6c41c, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694758629956000, SpanDuration: 25.0ms
------SpanID: f943879c6a0d56b8, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694758629965000, SpanDuration: 15.0ms
------SpanID: f943879c6a0d56b8, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694758629970000, SpanDuration: 9.0ms
--SpanID: b20ebdbb768c5c66, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694758629947000, SpanDuration: 36.0ms
----SpanID: 48adc4a829d6c41c, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694758629952000, SpanDuration: 30.0ms
------SpanID: f943879c6a0d56b8, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694758629965000, SpanDuration: 15.0ms
------SpanID: f943879c6a0d56b8, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694758629970000, SpanDuration: 9.0ms
----SpanID: 48adc4a829d6c41c, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694758629956000, SpanDuration: 25.0ms
------SpanID: f943879c6a0d56b8, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694758629965000, SpanDuration: 15.0ms
------SpanID: f943879c6a0d56b8, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694758629970000, SpanDuration: 9.0ms
--SpanID: 103504d60444b203, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1694758630011000, SpanDuration: 139.0ms
--SpanID: 103504d60444b203, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1694758630078000, SpanDuration: 69.0ms
--SpanID: d5e08dfdf5dd9ed6, SpanName: http:/route/querybyid/9fc9c261-3263-4bfa-82f8-bb44, SpanKind: CLIENT, Timestamp:1694758630151000, SpanDuration: 8.0ms
--SpanID: d5e08dfdf5dd9ed6, SpanName: http:/route/querybyid/9fc9c261-3263-4bfa-82f8-bb44, SpanKind: SERVER, Timestamp:1694758630153000, SpanDuration: 5.0ms
--SpanID: 9756b018b0f27640, SpanName: http:/route/querybyid/d693a2c5-ef87-4a3c-bef8-600b, SpanKind: CLIENT, Timestamp:1694758630160000, SpanDuration: 10.0ms
--SpanID: 9756b018b0f27640, SpanName: http:/route/querybyid/d693a2c5-ef87-4a3c-bef8-600b, SpanKind: SERVER, Timestamp:1694758630162000, SpanDuration: 7.0ms
--SpanID: c7b4f8aadcbb5477, SpanName: http:/route/querybyid/20eb7122-3a11-423f-b10a-be0d, SpanKind: CLIENT, Timestamp:1694758630171000, SpanDuration: 8.0ms
--SpanID: c7b4f8aadcbb5477, SpanName: http:/route/querybyid/20eb7122-3a11-423f-b10a-be0d, SpanKind: SERVER, Timestamp:1694758630173000, SpanDuration: 5.0ms
--SpanID: e782fb2a77f2a098, SpanName: http:/route/querybyid/1367db1f-461e-4ab7-87ad-2bcc, SpanKind: CLIENT, Timestamp:1694758630180000, SpanDuration: 11.0ms
--SpanID: e782fb2a77f2a098, SpanName: http:/route/querybyid/1367db1f-461e-4ab7-87ad-2bcc, SpanKind: SERVER, Timestamp:1694758630181000, SpanDuration: 9.0ms
==================================
SpanID: 8e94077e64fdb940, SpanName: http:/login, SpanKind: SERVER, Timestamp:1694758620706000, SpanDuration: 329.263ms
--SpanID: a540af7f232c5dbb, SpanName: http:/verification/verify, SpanKind: CLIENT, Timestamp:1694758620773000, SpanDuration: 39.0ms
--SpanID: a540af7f232c5dbb, SpanName: http:/verification/verify, SpanKind: SERVER, Timestamp:1694758620784000, SpanDuration: 25.0ms
--SpanID: 35598f47528bc712, SpanName: http:/account/login, SpanKind: CLIENT, Timestamp:1694758620846000, SpanDuration: 177.0ms
--SpanID: 35598f47528bc712, SpanName: http:/account/login, SpanKind: SERVER, Timestamp:1694758620923000, SpanDuration: 97.0ms
==================================
SpanID: 3c1f7b9baf8c9e31, SpanName: http:/assurance/getallassurancetype, SpanKind: SERVER, Timestamp:1694758616428000, SpanDuration: 4.399ms
==================================
SpanID: 9231a5bdae6ffdcb, SpanName: http:/assurance/getallassurancetype, SpanKind: SERVER, Timestamp:1694758616350000, SpanDuration: 59.54ms
==================================
SpanID: 2a1f120a0fe75c8c, SpanName: http:/verification/generate, SpanKind: SERVER, Timestamp:1694758616252000, SpanDuration: 156.809ms
==================================
