SpanID: 48caca21ead1c381, SpanName: http:/inside_payment/pay, SpanKind: SERVER, Timestamp:1693985880479000, SpanDuration: 6203.648ms
------SpanID: ca307f8a83c59869, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1693985873240000, SpanDuration: 5.0ms
------SpanID: 14d5e0044c9c86b3, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: CLIENT, Timestamp:1693985873247000, SpanDuration: 14.0ms
--------SpanID: 63595b7380c6e404, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693985873252000, SpanDuration: 7.0ms
--------SpanID: 63595b7380c6e404, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693985873253000, SpanDuration: 5.0ms
------SpanID: 14d5e0044c9c86b3, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: SERVER, Timestamp:1693985873248000, SpanDuration: 12.0ms
--------SpanID: 63595b7380c6e404, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693985873252000, SpanDuration: 7.0ms
--------SpanID: 63595b7380c6e404, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693985873253000, SpanDuration: 5.0ms
------SpanID: 864c5db2938d47c5, SpanName: http:/config/query, SpanKind: CLIENT, Timestamp:1693985873262000, SpanDuration: 9.0ms
------SpanID: 864c5db2938d47c5, SpanName: http:/config/query, SpanKind: SERVER, Timestamp:1693985873264000, SpanDuration: 6.0ms
----SpanID: 68b3d30871944057, SpanName: http:/seat/getleftticketofinterval, SpanKind: SERVER, Timestamp:1693985873215000, SpanDuration: 57.0ms
------SpanID: a61af291b11302ff, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: CLIENT, Timestamp:1693985873219000, SpanDuration: 18.0ms
--------SpanID: 40887a55cab89e59, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693985873224000, SpanDuration: 11.0ms
--------SpanID: 40887a55cab89e59, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693985873225000, SpanDuration: 9.0ms
------SpanID: a61af291b11302ff, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: SERVER, Timestamp:1693985873220000, SpanDuration: 16.0ms
--------SpanID: 40887a55cab89e59, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693985873224000, SpanDuration: 11.0ms
--------SpanID: 40887a55cab89e59, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693985873225000, SpanDuration: 9.0ms
------SpanID: ca307f8a83c59869, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1693985873238000, SpanDuration: 8.0ms
------SpanID: ca307f8a83c59869, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1693985873240000, SpanDuration: 5.0ms
------SpanID: 14d5e0044c9c86b3, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: CLIENT, Timestamp:1693985873247000, SpanDuration: 14.0ms
--------SpanID: 63595b7380c6e404, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693985873252000, SpanDuration: 7.0ms
--------SpanID: 63595b7380c6e404, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693985873253000, SpanDuration: 5.0ms
------SpanID: 14d5e0044c9c86b3, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: SERVER, Timestamp:1693985873248000, SpanDuration: 12.0ms
--------SpanID: 63595b7380c6e404, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693985873252000, SpanDuration: 7.0ms
--------SpanID: 63595b7380c6e404, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693985873253000, SpanDuration: 5.0ms
------SpanID: 864c5db2938d47c5, SpanName: http:/config/query, SpanKind: CLIENT, Timestamp:1693985873262000, SpanDuration: 9.0ms
------SpanID: 864c5db2938d47c5, SpanName: http:/config/query, SpanKind: SERVER, Timestamp:1693985873264000, SpanDuration: 6.0ms
----SpanID: b846aa068b104e9f, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873275000, SpanDuration: 17.0ms
------SpanID: d98a542211d4864e, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873279000, SpanDuration: 11.0ms
--------SpanID: 11dc05b3e4d81d55, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873282000, SpanDuration: 7.0ms
--------SpanID: 11dc05b3e4d81d55, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873284000, SpanDuration: 4.0ms
------SpanID: d98a542211d4864e, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693985873281000, SpanDuration: 9.0ms
--------SpanID: 11dc05b3e4d81d55, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873282000, SpanDuration: 7.0ms
--------SpanID: 11dc05b3e4d81d55, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873284000, SpanDuration: 4.0ms
----SpanID: b846aa068b104e9f, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693985873277000, SpanDuration: 15.0ms
------SpanID: d98a542211d4864e, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873279000, SpanDuration: 11.0ms
--------SpanID: 11dc05b3e4d81d55, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873282000, SpanDuration: 7.0ms
--------SpanID: 11dc05b3e4d81d55, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873284000, SpanDuration: 4.0ms
------SpanID: d98a542211d4864e, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693985873281000, SpanDuration: 9.0ms
--------SpanID: 11dc05b3e4d81d55, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873282000, SpanDuration: 7.0ms
--------SpanID: 11dc05b3e4d81d55, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873284000, SpanDuration: 4.0ms
----SpanID: a8bfa6a5d84792ea, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873293000, SpanDuration: 20.0ms
------SpanID: 523dbcd3cd029004, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873299000, SpanDuration: 11.0ms
--------SpanID: 6f0594b8265edda6, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873303000, SpanDuration: 6.0ms
--------SpanID: 6f0594b8265edda6, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873305000, SpanDuration: 3.0ms
------SpanID: 523dbcd3cd029004, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693985873301000, SpanDuration: 9.0ms
--------SpanID: 6f0594b8265edda6, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873303000, SpanDuration: 6.0ms
--------SpanID: 6f0594b8265edda6, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873305000, SpanDuration: 3.0ms
----SpanID: a8bfa6a5d84792ea, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693985873296000, SpanDuration: 16.0ms
------SpanID: 523dbcd3cd029004, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873299000, SpanDuration: 11.0ms
--------SpanID: 6f0594b8265edda6, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873303000, SpanDuration: 6.0ms
--------SpanID: 6f0594b8265edda6, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873305000, SpanDuration: 3.0ms
------SpanID: 523dbcd3cd029004, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693985873301000, SpanDuration: 9.0ms
--------SpanID: 6f0594b8265edda6, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873303000, SpanDuration: 6.0ms
--------SpanID: 6f0594b8265edda6, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873305000, SpanDuration: 3.0ms
----SpanID: 4dd0ed67c27de6ba, SpanName: http:/seat/getleftticketofinterval, SpanKind: CLIENT, Timestamp:1693985873314000, SpanDuration: 55.0ms
------SpanID: 3c3b32073c361dc0, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: CLIENT, Timestamp:1693985873319000, SpanDuration: 13.0ms
--------SpanID: a6a011c716a78919, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693985873324000, SpanDuration: 7.0ms
--------SpanID: a6a011c716a78919, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693985873326000, SpanDuration: 4.0ms
------SpanID: 3c3b32073c361dc0, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: SERVER, Timestamp:1693985873321000, SpanDuration: 11.0ms
--------SpanID: a6a011c716a78919, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693985873324000, SpanDuration: 7.0ms
--------SpanID: a6a011c716a78919, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693985873326000, SpanDuration: 4.0ms
------SpanID: 4367b84cce152110, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1693985873335000, SpanDuration: 7.0ms
------SpanID: 4367b84cce152110, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1693985873336000, SpanDuration: 6.0ms
------SpanID: 3f534db68a95b0ae, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: CLIENT, Timestamp:1693985873343000, SpanDuration: 14.0ms
--------SpanID: be6197b2f7053134, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693985873348000, SpanDuration: 7.0ms
--------SpanID: be6197b2f7053134, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693985873349000, SpanDuration: 5.0ms
------SpanID: 3f534db68a95b0ae, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: SERVER, Timestamp:1693985873344000, SpanDuration: 12.0ms
--------SpanID: be6197b2f7053134, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693985873348000, SpanDuration: 7.0ms
--------SpanID: be6197b2f7053134, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693985873349000, SpanDuration: 5.0ms
------SpanID: d1389ffc67c23c28, SpanName: http:/config/query, SpanKind: CLIENT, Timestamp:1693985873358000, SpanDuration: 9.0ms
------SpanID: d1389ffc67c23c28, SpanName: http:/config/query, SpanKind: SERVER, Timestamp:1693985873361000, SpanDuration: 5.0ms
----SpanID: 4dd0ed67c27de6ba, SpanName: http:/seat/getleftticketofinterval, SpanKind: SERVER, Timestamp:1693985873317000, SpanDuration: 51.0ms
------SpanID: 3c3b32073c361dc0, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: CLIENT, Timestamp:1693985873319000, SpanDuration: 13.0ms
--------SpanID: a6a011c716a78919, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693985873324000, SpanDuration: 7.0ms
--------SpanID: a6a011c716a78919, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693985873326000, SpanDuration: 4.0ms
------SpanID: 3c3b32073c361dc0, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: SERVER, Timestamp:1693985873321000, SpanDuration: 11.0ms
--------SpanID: a6a011c716a78919, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693985873324000, SpanDuration: 7.0ms
--------SpanID: a6a011c716a78919, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693985873326000, SpanDuration: 4.0ms
------SpanID: 4367b84cce152110, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1693985873335000, SpanDuration: 7.0ms
------SpanID: 4367b84cce152110, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1693985873336000, SpanDuration: 6.0ms
------SpanID: 3f534db68a95b0ae, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: CLIENT, Timestamp:1693985873343000, SpanDuration: 14.0ms
--------SpanID: be6197b2f7053134, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693985873348000, SpanDuration: 7.0ms
--------SpanID: be6197b2f7053134, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693985873349000, SpanDuration: 5.0ms
------SpanID: 3f534db68a95b0ae, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: SERVER, Timestamp:1693985873344000, SpanDuration: 12.0ms
--------SpanID: be6197b2f7053134, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693985873348000, SpanDuration: 7.0ms
--------SpanID: be6197b2f7053134, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693985873349000, SpanDuration: 5.0ms
------SpanID: d1389ffc67c23c28, SpanName: http:/config/query, SpanKind: CLIENT, Timestamp:1693985873358000, SpanDuration: 9.0ms
------SpanID: d1389ffc67c23c28, SpanName: http:/config/query, SpanKind: SERVER, Timestamp:1693985873361000, SpanDuration: 5.0ms
----SpanID: c50292c1b2d3ac6b, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693985873370000, SpanDuration: 10.0ms
----SpanID: c50292c1b2d3ac6b, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693985873372000, SpanDuration: 7.0ms
--SpanID: 16d458ff3da042c9, SpanName: http:/travel2/gettripalldetailinfo/, SpanKind: SERVER, Timestamp:1693985873004000, SpanDuration: 381.0ms
----SpanID: 6f3ef3c85a1eca7f, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873012000, SpanDuration: 20.0ms
------SpanID: 4fa55a5a1ecd1ee4, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873017000, SpanDuration: 13.0ms
--------SpanID: 3224f9ac72e54b5c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873022000, SpanDuration: 6.0ms
--------SpanID: 3224f9ac72e54b5c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873024000, SpanDuration: 3.0ms
------SpanID: 4fa55a5a1ecd1ee4, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693985873019000, SpanDuration: 10.0ms
--------SpanID: 3224f9ac72e54b5c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873022000, SpanDuration: 6.0ms
--------SpanID: 3224f9ac72e54b5c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873024000, SpanDuration: 3.0ms
----SpanID: 6f3ef3c85a1eca7f, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693985873015000, SpanDuration: 16.0ms
------SpanID: 4fa55a5a1ecd1ee4, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873017000, SpanDuration: 13.0ms
--------SpanID: 3224f9ac72e54b5c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873022000, SpanDuration: 6.0ms
--------SpanID: 3224f9ac72e54b5c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873024000, SpanDuration: 3.0ms
------SpanID: 4fa55a5a1ecd1ee4, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693985873019000, SpanDuration: 10.0ms
--------SpanID: 3224f9ac72e54b5c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873022000, SpanDuration: 6.0ms
--------SpanID: 3224f9ac72e54b5c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873024000, SpanDuration: 3.0ms
----SpanID: aca872df989f6d09, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873033000, SpanDuration: 18.0ms
------SpanID: e5293f561bebfcfe, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873037000, SpanDuration: 12.0ms
--------SpanID: 803efb35b031dbe1, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873041000, SpanDuration: 7.0ms
--------SpanID: 803efb35b031dbe1, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873044000, SpanDuration: 3.0ms
------SpanID: e5293f561bebfcfe, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693985873039000, SpanDuration: 10.0ms
--------SpanID: 803efb35b031dbe1, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873041000, SpanDuration: 7.0ms
--------SpanID: 803efb35b031dbe1, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873044000, SpanDuration: 3.0ms
----SpanID: aca872df989f6d09, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693985873035000, SpanDuration: 15.0ms
------SpanID: e5293f561bebfcfe, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873037000, SpanDuration: 12.0ms
--------SpanID: 803efb35b031dbe1, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873041000, SpanDuration: 7.0ms
--------SpanID: 803efb35b031dbe1, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873044000, SpanDuration: 3.0ms
------SpanID: e5293f561bebfcfe, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693985873039000, SpanDuration: 10.0ms
--------SpanID: 803efb35b031dbe1, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873041000, SpanDuration: 7.0ms
--------SpanID: 803efb35b031dbe1, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873044000, SpanDuration: 3.0ms
----SpanID: 6b7f2f10a4feb140, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693985873052000, SpanDuration: 6.0ms
----SpanID: 6b7f2f10a4feb140, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693985873053000, SpanDuration: 4.0ms
----SpanID: ee07d1b62f518823, SpanName: http:/ticketinfo/queryfortravel, SpanKind: CLIENT, Timestamp:1693985873059000, SpanDuration: 66.0ms
------SpanID: c0bc844231a72147, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1693985873063000, SpanDuration: 60.0ms
--------SpanID: 1a3ff38013a5c537, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693985873069000, SpanDuration: 6.0ms
--------SpanID: 1a3ff38013a5c537, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693985873071000, SpanDuration: 3.0ms
--------SpanID: ade35ab5cb0dc4bc, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693985873076000, SpanDuration: 7.0ms
--------SpanID: ade35ab5cb0dc4bc, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693985873078000, SpanDuration: 4.0ms
--------SpanID: 205d1b8317a85f16, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693985873084000, SpanDuration: 7.0ms
--------SpanID: 205d1b8317a85f16, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693985873085000, SpanDuration: 5.0ms
--------SpanID: b74a8f6b78b324f4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693985873092000, SpanDuration: 6.0ms
--------SpanID: b74a8f6b78b324f4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693985873093000, SpanDuration: 4.0ms
--------SpanID: 5c4194a39fb7865c, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693985873099000, SpanDuration: 9.0ms
--------SpanID: 5c4194a39fb7865c, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693985873100000, SpanDuration: 7.0ms
--------SpanID: 9996d08695da4c79, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873108000, SpanDuration: 6.0ms
--------SpanID: 9996d08695da4c79, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873110000, SpanDuration: 4.0ms
--------SpanID: a6e38a12aea2e54b, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873115000, SpanDuration: 6.0ms
--------SpanID: a6e38a12aea2e54b, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873117000, SpanDuration: 3.0ms
------SpanID: c0bc844231a72147, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1693985873065000, SpanDuration: 57.0ms
--------SpanID: 1a3ff38013a5c537, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693985873069000, SpanDuration: 6.0ms
--------SpanID: 1a3ff38013a5c537, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693985873071000, SpanDuration: 3.0ms
--------SpanID: ade35ab5cb0dc4bc, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693985873076000, SpanDuration: 7.0ms
--------SpanID: ade35ab5cb0dc4bc, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693985873078000, SpanDuration: 4.0ms
--------SpanID: 205d1b8317a85f16, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693985873084000, SpanDuration: 7.0ms
--------SpanID: 205d1b8317a85f16, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693985873085000, SpanDuration: 5.0ms
--------SpanID: b74a8f6b78b324f4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693985873092000, SpanDuration: 6.0ms
--------SpanID: b74a8f6b78b324f4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693985873093000, SpanDuration: 4.0ms
--------SpanID: 5c4194a39fb7865c, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693985873099000, SpanDuration: 9.0ms
--------SpanID: 5c4194a39fb7865c, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693985873100000, SpanDuration: 7.0ms
--------SpanID: 9996d08695da4c79, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873108000, SpanDuration: 6.0ms
--------SpanID: 9996d08695da4c79, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873110000, SpanDuration: 4.0ms
--------SpanID: a6e38a12aea2e54b, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873115000, SpanDuration: 6.0ms
--------SpanID: a6e38a12aea2e54b, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873117000, SpanDuration: 3.0ms
----SpanID: ee07d1b62f518823, SpanName: http:/ticketinfo/queryfortravel, SpanKind: SERVER, Timestamp:1693985873061000, SpanDuration: 63.0ms
------SpanID: c0bc844231a72147, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1693985873063000, SpanDuration: 60.0ms
--------SpanID: 1a3ff38013a5c537, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693985873069000, SpanDuration: 6.0ms
--------SpanID: 1a3ff38013a5c537, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693985873071000, SpanDuration: 3.0ms
--------SpanID: ade35ab5cb0dc4bc, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693985873076000, SpanDuration: 7.0ms
--------SpanID: ade35ab5cb0dc4bc, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693985873078000, SpanDuration: 4.0ms
--------SpanID: 205d1b8317a85f16, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693985873084000, SpanDuration: 7.0ms
--------SpanID: 205d1b8317a85f16, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693985873085000, SpanDuration: 5.0ms
--------SpanID: b74a8f6b78b324f4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693985873092000, SpanDuration: 6.0ms
--------SpanID: b74a8f6b78b324f4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693985873093000, SpanDuration: 4.0ms
--------SpanID: 5c4194a39fb7865c, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693985873099000, SpanDuration: 9.0ms
--------SpanID: 5c4194a39fb7865c, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693985873100000, SpanDuration: 7.0ms
--------SpanID: 9996d08695da4c79, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873108000, SpanDuration: 6.0ms
--------SpanID: 9996d08695da4c79, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873110000, SpanDuration: 4.0ms
--------SpanID: a6e38a12aea2e54b, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873115000, SpanDuration: 6.0ms
--------SpanID: a6e38a12aea2e54b, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873117000, SpanDuration: 3.0ms
------SpanID: c0bc844231a72147, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1693985873065000, SpanDuration: 57.0ms
--------SpanID: 1a3ff38013a5c537, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693985873069000, SpanDuration: 6.0ms
--------SpanID: 1a3ff38013a5c537, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693985873071000, SpanDuration: 3.0ms
--------SpanID: ade35ab5cb0dc4bc, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693985873076000, SpanDuration: 7.0ms
--------SpanID: ade35ab5cb0dc4bc, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693985873078000, SpanDuration: 4.0ms
--------SpanID: 205d1b8317a85f16, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693985873084000, SpanDuration: 7.0ms
--------SpanID: 205d1b8317a85f16, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693985873085000, SpanDuration: 5.0ms
--------SpanID: b74a8f6b78b324f4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693985873092000, SpanDuration: 6.0ms
--------SpanID: b74a8f6b78b324f4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693985873093000, SpanDuration: 4.0ms
--------SpanID: 5c4194a39fb7865c, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693985873099000, SpanDuration: 9.0ms
--------SpanID: 5c4194a39fb7865c, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693985873100000, SpanDuration: 7.0ms
--------SpanID: 9996d08695da4c79, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873108000, SpanDuration: 6.0ms
--------SpanID: 9996d08695da4c79, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873110000, SpanDuration: 4.0ms
