SpanID: b7f3ac631dfb88cf, SpanName: http:/inside_payment/pay, SpanKind: SERVER, Timestamp:1693988774308000, SpanDuration: 428.071ms
--------SpanID: 99fed5afbac5471f, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693988767031000, SpanDuration: 4.0ms
------SpanID: e8e7006e84f400a8, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1693988767039000, SpanDuration: 9.0ms
------SpanID: e8e7006e84f400a8, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1693988767041000, SpanDuration: 6.0ms
------SpanID: b4e6b801136e0b7f, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: CLIENT, Timestamp:1693988767048000, SpanDuration: 13.0ms
--------SpanID: 53e4e7c132aca304, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693988767054000, SpanDuration: 6.0ms
--------SpanID: 53e4e7c132aca304, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693988767055000, SpanDuration: 4.0ms
------SpanID: b4e6b801136e0b7f, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: SERVER, Timestamp:1693988767050000, SpanDuration: 11.0ms
--------SpanID: 53e4e7c132aca304, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693988767054000, SpanDuration: 6.0ms
--------SpanID: 53e4e7c132aca304, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693988767055000, SpanDuration: 4.0ms
------SpanID: 50e4d261d279802e, SpanName: http:/config/query, SpanKind: CLIENT, Timestamp:1693988767063000, SpanDuration: 8.0ms
------SpanID: 50e4d261d279802e, SpanName: http:/config/query, SpanKind: SERVER, Timestamp:1693988767066000, SpanDuration: 4.0ms
----SpanID: a735ca8c9256b401, SpanName: http:/seat/getleftticketofinterval, SpanKind: SERVER, Timestamp:1693988767022000, SpanDuration: 51.0ms
------SpanID: 3c16b0d13bdeb3c4, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: CLIENT, Timestamp:1693988767025000, SpanDuration: 13.0ms
--------SpanID: 99fed5afbac5471f, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693988767030000, SpanDuration: 5.0ms
--------SpanID: 99fed5afbac5471f, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693988767031000, SpanDuration: 4.0ms
------SpanID: 3c16b0d13bdeb3c4, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: SERVER, Timestamp:1693988767026000, SpanDuration: 11.0ms
--------SpanID: 99fed5afbac5471f, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693988767030000, SpanDuration: 5.0ms
--------SpanID: 99fed5afbac5471f, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693988767031000, SpanDuration: 4.0ms
------SpanID: e8e7006e84f400a8, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1693988767039000, SpanDuration: 9.0ms
------SpanID: e8e7006e84f400a8, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1693988767041000, SpanDuration: 6.0ms
------SpanID: b4e6b801136e0b7f, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: CLIENT, Timestamp:1693988767048000, SpanDuration: 13.0ms
--------SpanID: 53e4e7c132aca304, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693988767054000, SpanDuration: 6.0ms
--------SpanID: 53e4e7c132aca304, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693988767055000, SpanDuration: 4.0ms
------SpanID: b4e6b801136e0b7f, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: SERVER, Timestamp:1693988767050000, SpanDuration: 11.0ms
--------SpanID: 53e4e7c132aca304, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693988767054000, SpanDuration: 6.0ms
--------SpanID: 53e4e7c132aca304, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693988767055000, SpanDuration: 4.0ms
------SpanID: 50e4d261d279802e, SpanName: http:/config/query, SpanKind: CLIENT, Timestamp:1693988767063000, SpanDuration: 8.0ms
------SpanID: 50e4d261d279802e, SpanName: http:/config/query, SpanKind: SERVER, Timestamp:1693988767066000, SpanDuration: 4.0ms
----SpanID: 06bf4f50614c28df, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693988767075000, SpanDuration: 17.0ms
------SpanID: 634c9135c5d04c22, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693988767079000, SpanDuration: 12.0ms
--------SpanID: b82982723a2be384, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988767083000, SpanDuration: 6.0ms
--------SpanID: b82982723a2be384, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988767086000, SpanDuration: 3.0ms
------SpanID: 634c9135c5d04c22, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693988767081000, SpanDuration: 9.0ms
--------SpanID: b82982723a2be384, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988767083000, SpanDuration: 6.0ms
--------SpanID: b82982723a2be384, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988767086000, SpanDuration: 3.0ms
----SpanID: 06bf4f50614c28df, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693988767077000, SpanDuration: 15.0ms
------SpanID: 634c9135c5d04c22, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693988767079000, SpanDuration: 12.0ms
--------SpanID: b82982723a2be384, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988767083000, SpanDuration: 6.0ms
--------SpanID: b82982723a2be384, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988767086000, SpanDuration: 3.0ms
------SpanID: 634c9135c5d04c22, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693988767081000, SpanDuration: 9.0ms
--------SpanID: b82982723a2be384, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988767083000, SpanDuration: 6.0ms
--------SpanID: b82982723a2be384, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988767086000, SpanDuration: 3.0ms
----SpanID: 5df8d9c148499f53, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693988767094000, SpanDuration: 18.0ms
------SpanID: 2df6372f5550eb58, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693988767098000, SpanDuration: 12.0ms
--------SpanID: bfa131a7e170560b, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988767102000, SpanDuration: 6.0ms
--------SpanID: bfa131a7e170560b, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988767104000, SpanDuration: 3.0ms
------SpanID: 2df6372f5550eb58, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693988767100000, SpanDuration: 9.0ms
--------SpanID: bfa131a7e170560b, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988767102000, SpanDuration: 6.0ms
--------SpanID: bfa131a7e170560b, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988767104000, SpanDuration: 3.0ms
----SpanID: 5df8d9c148499f53, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693988767096000, SpanDuration: 15.0ms
------SpanID: 2df6372f5550eb58, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693988767098000, SpanDuration: 12.0ms
--------SpanID: bfa131a7e170560b, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988767102000, SpanDuration: 6.0ms
--------SpanID: bfa131a7e170560b, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988767104000, SpanDuration: 3.0ms
------SpanID: 2df6372f5550eb58, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693988767100000, SpanDuration: 9.0ms
--------SpanID: bfa131a7e170560b, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988767102000, SpanDuration: 6.0ms
--------SpanID: bfa131a7e170560b, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988767104000, SpanDuration: 3.0ms
----SpanID: f4d92431d62ca52a, SpanName: http:/seat/getleftticketofinterval, SpanKind: CLIENT, Timestamp:1693988767113000, SpanDuration: 57.0ms
------SpanID: 268cb085e42b0007, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: CLIENT, Timestamp:1693988767119000, SpanDuration: 13.0ms
--------SpanID: 199bad12e02768c2, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693988767123000, SpanDuration: 7.0ms
--------SpanID: 199bad12e02768c2, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693988767125000, SpanDuration: 4.0ms
------SpanID: 268cb085e42b0007, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: SERVER, Timestamp:1693988767121000, SpanDuration: 11.0ms
--------SpanID: 199bad12e02768c2, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693988767123000, SpanDuration: 7.0ms
--------SpanID: 199bad12e02768c2, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693988767125000, SpanDuration: 4.0ms
------SpanID: e6d605fb23bc9795, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1693988767133000, SpanDuration: 10.0ms
------SpanID: e6d605fb23bc9795, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1693988767135000, SpanDuration: 7.0ms
------SpanID: 9305ff28f608fe28, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: CLIENT, Timestamp:1693988767144000, SpanDuration: 14.0ms
--------SpanID: 73d22ba70d204649, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693988767149000, SpanDuration: 7.0ms
--------SpanID: 73d22ba70d204649, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693988767150000, SpanDuration: 5.0ms
------SpanID: 9305ff28f608fe28, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: SERVER, Timestamp:1693988767145000, SpanDuration: 13.0ms
--------SpanID: 73d22ba70d204649, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693988767149000, SpanDuration: 7.0ms
--------SpanID: 73d22ba70d204649, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693988767150000, SpanDuration: 5.0ms
------SpanID: 30e24e6dc9204939, SpanName: http:/config/query, SpanKind: CLIENT, Timestamp:1693988767159000, SpanDuration: 9.0ms
------SpanID: 30e24e6dc9204939, SpanName: http:/config/query, SpanKind: SERVER, Timestamp:1693988767162000, SpanDuration: 5.0ms
----SpanID: f4d92431d62ca52a, SpanName: http:/seat/getleftticketofinterval, SpanKind: SERVER, Timestamp:1693988767115000, SpanDuration: 54.0ms
------SpanID: 268cb085e42b0007, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: CLIENT, Timestamp:1693988767119000, SpanDuration: 13.0ms
--------SpanID: 199bad12e02768c2, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693988767123000, SpanDuration: 7.0ms
--------SpanID: 199bad12e02768c2, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693988767125000, SpanDuration: 4.0ms
------SpanID: 268cb085e42b0007, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: SERVER, Timestamp:1693988767121000, SpanDuration: 11.0ms
--------SpanID: 199bad12e02768c2, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693988767123000, SpanDuration: 7.0ms
--------SpanID: 199bad12e02768c2, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693988767125000, SpanDuration: 4.0ms
------SpanID: e6d605fb23bc9795, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1693988767133000, SpanDuration: 10.0ms
------SpanID: e6d605fb23bc9795, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1693988767135000, SpanDuration: 7.0ms
------SpanID: 9305ff28f608fe28, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: CLIENT, Timestamp:1693988767144000, SpanDuration: 14.0ms
--------SpanID: 73d22ba70d204649, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693988767149000, SpanDuration: 7.0ms
--------SpanID: 73d22ba70d204649, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693988767150000, SpanDuration: 5.0ms
------SpanID: 9305ff28f608fe28, SpanName: http:/travel2/gettraintypebytripid/z1234, SpanKind: SERVER, Timestamp:1693988767145000, SpanDuration: 13.0ms
--------SpanID: 73d22ba70d204649, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693988767149000, SpanDuration: 7.0ms
--------SpanID: 73d22ba70d204649, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693988767150000, SpanDuration: 5.0ms
------SpanID: 30e24e6dc9204939, SpanName: http:/config/query, SpanKind: CLIENT, Timestamp:1693988767159000, SpanDuration: 9.0ms
------SpanID: 30e24e6dc9204939, SpanName: http:/config/query, SpanKind: SERVER, Timestamp:1693988767162000, SpanDuration: 5.0ms
----SpanID: 3dc15acbee3e1213, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693988767171000, SpanDuration: 7.0ms
----SpanID: 3dc15acbee3e1213, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693988767173000, SpanDuration: 5.0ms
--SpanID: d0a5789ec2ecc099, SpanName: http:/travel2/gettripalldetailinfo/, SpanKind: SERVER, Timestamp:1693988766800000, SpanDuration: 384.0ms
----SpanID: e8a91241f0816775, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693988766805000, SpanDuration: 20.0ms
------SpanID: 38f1d2b8da491041, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693988766810000, SpanDuration: 14.0ms
--------SpanID: 1cc07cc3772dc514, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766815000, SpanDuration: 7.0ms
--------SpanID: 1cc07cc3772dc514, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766817000, SpanDuration: 4.0ms
------SpanID: 38f1d2b8da491041, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693988766812000, SpanDuration: 11.0ms
--------SpanID: 1cc07cc3772dc514, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766815000, SpanDuration: 7.0ms
--------SpanID: 1cc07cc3772dc514, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766817000, SpanDuration: 4.0ms
----SpanID: e8a91241f0816775, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693988766808000, SpanDuration: 17.0ms
------SpanID: 38f1d2b8da491041, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693988766810000, SpanDuration: 14.0ms
--------SpanID: 1cc07cc3772dc514, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766815000, SpanDuration: 7.0ms
--------SpanID: 1cc07cc3772dc514, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766817000, SpanDuration: 4.0ms
------SpanID: 38f1d2b8da491041, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693988766812000, SpanDuration: 11.0ms
--------SpanID: 1cc07cc3772dc514, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766815000, SpanDuration: 7.0ms
--------SpanID: 1cc07cc3772dc514, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766817000, SpanDuration: 4.0ms
----SpanID: 46c16d28922ec5f7, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693988766827000, SpanDuration: 19.0ms
------SpanID: 0416d74300489f61, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693988766832000, SpanDuration: 12.0ms
--------SpanID: 42e1177b595b8147, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766836000, SpanDuration: 5.0ms
--------SpanID: 42e1177b595b8147, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766839000, SpanDuration: 3.0ms
------SpanID: 0416d74300489f61, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693988766834000, SpanDuration: 9.0ms
--------SpanID: 42e1177b595b8147, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766836000, SpanDuration: 5.0ms
--------SpanID: 42e1177b595b8147, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766839000, SpanDuration: 3.0ms
----SpanID: 46c16d28922ec5f7, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693988766829000, SpanDuration: 16.0ms
------SpanID: 0416d74300489f61, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693988766832000, SpanDuration: 12.0ms
--------SpanID: 42e1177b595b8147, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766836000, SpanDuration: 5.0ms
--------SpanID: 42e1177b595b8147, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766839000, SpanDuration: 3.0ms
------SpanID: 0416d74300489f61, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693988766834000, SpanDuration: 9.0ms
--------SpanID: 42e1177b595b8147, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766836000, SpanDuration: 5.0ms
--------SpanID: 42e1177b595b8147, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766839000, SpanDuration: 3.0ms
----SpanID: 36cfa6e2cef57d1c, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693988766846000, SpanDuration: 6.0ms
----SpanID: 36cfa6e2cef57d1c, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693988766848000, SpanDuration: 4.0ms
----SpanID: 0437c5e686e2bea4, SpanName: http:/ticketinfo/queryfortravel, SpanKind: CLIENT, Timestamp:1693988766854000, SpanDuration: 69.0ms
------SpanID: 14ba8c57994f8186, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1693988766858000, SpanDuration: 63.0ms
--------SpanID: 1db8024f38d5547c, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693988766864000, SpanDuration: 6.0ms
--------SpanID: 1db8024f38d5547c, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693988766867000, SpanDuration: 3.0ms
--------SpanID: 6cee3df673e5167e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693988766872000, SpanDuration: 10.0ms
--------SpanID: 6cee3df673e5167e, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693988766875000, SpanDuration: 5.0ms
--------SpanID: 7159b726034af1d6, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693988766882000, SpanDuration: 8.0ms
--------SpanID: 7159b726034af1d6, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693988766884000, SpanDuration: 5.0ms
--------SpanID: 51ca8b6a43f1d3c2, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693988766890000, SpanDuration: 6.0ms
--------SpanID: 51ca8b6a43f1d3c2, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693988766892000, SpanDuration: 4.0ms
--------SpanID: 99a8bc3d035d33e3, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693988766898000, SpanDuration: 8.0ms
--------SpanID: 99a8bc3d035d33e3, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693988766899000, SpanDuration: 6.0ms
--------SpanID: 7ebda4cdac6893d7, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766907000, SpanDuration: 6.0ms
--------SpanID: 7ebda4cdac6893d7, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766909000, SpanDuration: 3.0ms
--------SpanID: 60eae10f269b0459, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766914000, SpanDuration: 5.0ms
--------SpanID: 60eae10f269b0459, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766916000, SpanDuration: 2.0ms
------SpanID: 14ba8c57994f8186, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1693988766861000, SpanDuration: 59.0ms
--------SpanID: 1db8024f38d5547c, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693988766864000, SpanDuration: 6.0ms
--------SpanID: 1db8024f38d5547c, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693988766867000, SpanDuration: 3.0ms
--------SpanID: 6cee3df673e5167e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693988766872000, SpanDuration: 10.0ms
--------SpanID: 6cee3df673e5167e, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693988766875000, SpanDuration: 5.0ms
--------SpanID: 7159b726034af1d6, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693988766882000, SpanDuration: 8.0ms
--------SpanID: 7159b726034af1d6, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693988766884000, SpanDuration: 5.0ms
--------SpanID: 51ca8b6a43f1d3c2, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693988766890000, SpanDuration: 6.0ms
--------SpanID: 51ca8b6a43f1d3c2, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693988766892000, SpanDuration: 4.0ms
--------SpanID: 99a8bc3d035d33e3, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693988766898000, SpanDuration: 8.0ms
--------SpanID: 99a8bc3d035d33e3, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693988766899000, SpanDuration: 6.0ms
--------SpanID: 7ebda4cdac6893d7, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766907000, SpanDuration: 6.0ms
--------SpanID: 7ebda4cdac6893d7, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766909000, SpanDuration: 3.0ms
--------SpanID: 60eae10f269b0459, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766914000, SpanDuration: 5.0ms
--------SpanID: 60eae10f269b0459, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766916000, SpanDuration: 2.0ms
----SpanID: 0437c5e686e2bea4, SpanName: http:/ticketinfo/queryfortravel, SpanKind: SERVER, Timestamp:1693988766856000, SpanDuration: 66.0ms
------SpanID: 14ba8c57994f8186, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1693988766858000, SpanDuration: 63.0ms
--------SpanID: 1db8024f38d5547c, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693988766864000, SpanDuration: 6.0ms
--------SpanID: 1db8024f38d5547c, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693988766867000, SpanDuration: 3.0ms
--------SpanID: 6cee3df673e5167e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693988766872000, SpanDuration: 10.0ms
--------SpanID: 6cee3df673e5167e, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693988766875000, SpanDuration: 5.0ms
--------SpanID: 7159b726034af1d6, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693988766882000, SpanDuration: 8.0ms
--------SpanID: 7159b726034af1d6, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693988766884000, SpanDuration: 5.0ms
--------SpanID: 51ca8b6a43f1d3c2, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693988766890000, SpanDuration: 6.0ms
--------SpanID: 51ca8b6a43f1d3c2, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693988766892000, SpanDuration: 4.0ms
--------SpanID: 99a8bc3d035d33e3, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693988766898000, SpanDuration: 8.0ms
--------SpanID: 99a8bc3d035d33e3, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693988766899000, SpanDuration: 6.0ms
--------SpanID: 7ebda4cdac6893d7, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766907000, SpanDuration: 6.0ms
--------SpanID: 7ebda4cdac6893d7, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766909000, SpanDuration: 3.0ms
--------SpanID: 60eae10f269b0459, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766914000, SpanDuration: 5.0ms
--------SpanID: 60eae10f269b0459, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766916000, SpanDuration: 2.0ms
------SpanID: 14ba8c57994f8186, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1693988766861000, SpanDuration: 59.0ms
--------SpanID: 1db8024f38d5547c, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693988766864000, SpanDuration: 6.0ms
--------SpanID: 1db8024f38d5547c, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693988766867000, SpanDuration: 3.0ms
--------SpanID: 6cee3df673e5167e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693988766872000, SpanDuration: 10.0ms
--------SpanID: 6cee3df673e5167e, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693988766875000, SpanDuration: 5.0ms
--------SpanID: 7159b726034af1d6, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693988766882000, SpanDuration: 8.0ms
--------SpanID: 7159b726034af1d6, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693988766884000, SpanDuration: 5.0ms
--------SpanID: 51ca8b6a43f1d3c2, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693988766890000, SpanDuration: 6.0ms
--------SpanID: 51ca8b6a43f1d3c2, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693988766892000, SpanDuration: 4.0ms
--------SpanID: 99a8bc3d035d33e3, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693988766898000, SpanDuration: 8.0ms
--------SpanID: 99a8bc3d035d33e3, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693988766899000, SpanDuration: 6.0ms
