SpanID: 53af54f31bbe1c41, SpanName: http:/click/clicktwice, SpanKind: SERVER, Timestamp:1693472316699000, SpanDuration: 2031.327ms
------------SpanID: 0e6ff9f81a1fa73e, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1693472317383000, SpanDuration: 4.0ms
------------SpanID: 4ef0c9a5ed8d940c, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693472317389000, SpanDuration: 8.0ms
------------SpanID: 4ef0c9a5ed8d940c, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693472317390000, SpanDuration: 6.0ms
------------SpanID: a3a69d3cdfb9c5ae, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317398000, SpanDuration: 8.0ms
------------SpanID: a3a69d3cdfb9c5ae, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317401000, SpanDuration: 4.0ms
------------SpanID: b36f27f70095033e, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317407000, SpanDuration: 5.0ms
------------SpanID: b36f27f70095033e, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317409000, SpanDuration: 2.0ms
----------SpanID: 8c3c1687cb2a9baf, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1693472317349000, SpanDuration: 64.0ms
------------SpanID: aa832ecf1ba3a5a0, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693472317352000, SpanDuration: 6.0ms
------------SpanID: aa832ecf1ba3a5a0, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693472317354000, SpanDuration: 3.0ms
------------SpanID: dc8fc620b47b05aa, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693472317359000, SpanDuration: 9.0ms
------------SpanID: dc8fc620b47b05aa, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693472317362000, SpanDuration: 4.0ms
------------SpanID: bd765b9cf9caedd0, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693472317368000, SpanDuration: 12.0ms
------------SpanID: bd765b9cf9caedd0, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693472317372000, SpanDuration: 7.0ms
------------SpanID: 0e6ff9f81a1fa73e, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1693472317381000, SpanDuration: 7.0ms
------------SpanID: 0e6ff9f81a1fa73e, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1693472317383000, SpanDuration: 4.0ms
------------SpanID: 4ef0c9a5ed8d940c, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693472317389000, SpanDuration: 8.0ms
------------SpanID: 4ef0c9a5ed8d940c, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693472317390000, SpanDuration: 6.0ms
------------SpanID: a3a69d3cdfb9c5ae, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317398000, SpanDuration: 8.0ms
------------SpanID: a3a69d3cdfb9c5ae, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317401000, SpanDuration: 4.0ms
------------SpanID: b36f27f70095033e, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317407000, SpanDuration: 5.0ms
------------SpanID: b36f27f70095033e, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317409000, SpanDuration: 2.0ms
--------SpanID: 52c055afbfb56860, SpanName: http:/seat/getseat, SpanKind: CLIENT, Timestamp:1693472317418000, SpanDuration: 57.0ms
----------SpanID: 49792c5af8f69c3c, SpanName: http:/travel/getroutebytripid/d1345, SpanKind: CLIENT, Timestamp:1693472317433000, SpanDuration: 18.0ms
------------SpanID: fa999322ca766170, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1693472317438000, SpanDuration: 10.0ms
------------SpanID: fa999322ca766170, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1693472317442000, SpanDuration: 5.0ms
----------SpanID: 49792c5af8f69c3c, SpanName: http:/travel/getroutebytripid/d1345, SpanKind: SERVER, Timestamp:1693472317435000, SpanDuration: 14.0ms
------------SpanID: fa999322ca766170, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1693472317438000, SpanDuration: 10.0ms
------------SpanID: fa999322ca766170, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1693472317442000, SpanDuration: 5.0ms
----------SpanID: 510306dfef4a9962, SpanName: http:/order/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1693472317453000, SpanDuration: 6.0ms
----------SpanID: 510306dfef4a9962, SpanName: http:/order/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1693472317454000, SpanDuration: 4.0ms
----------SpanID: a680a3285a217b74, SpanName: http:/travel/gettraintypebytripid/d1345, SpanKind: CLIENT, Timestamp:1693472317460000, SpanDuration: 13.0ms
------------SpanID: 49894a503f923aef, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693472317465000, SpanDuration: 6.0ms
------------SpanID: 49894a503f923aef, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693472317466000, SpanDuration: 4.0ms
----------SpanID: a680a3285a217b74, SpanName: http:/travel/gettraintypebytripid/d1345, SpanKind: SERVER, Timestamp:1693472317462000, SpanDuration: 10.0ms
------------SpanID: 49894a503f923aef, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693472317465000, SpanDuration: 6.0ms
------------SpanID: 49894a503f923aef, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693472317466000, SpanDuration: 4.0ms
--------SpanID: 52c055afbfb56860, SpanName: http:/seat/getseat, SpanKind: SERVER, Timestamp:1693472317425000, SpanDuration: 49.0ms
----------SpanID: 49792c5af8f69c3c, SpanName: http:/travel/getroutebytripid/d1345, SpanKind: CLIENT, Timestamp:1693472317433000, SpanDuration: 18.0ms
------------SpanID: fa999322ca766170, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1693472317438000, SpanDuration: 10.0ms
------------SpanID: fa999322ca766170, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1693472317442000, SpanDuration: 5.0ms
----------SpanID: 49792c5af8f69c3c, SpanName: http:/travel/getroutebytripid/d1345, SpanKind: SERVER, Timestamp:1693472317435000, SpanDuration: 14.0ms
------------SpanID: fa999322ca766170, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1693472317438000, SpanDuration: 10.0ms
------------SpanID: fa999322ca766170, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1693472317442000, SpanDuration: 5.0ms
----------SpanID: 510306dfef4a9962, SpanName: http:/order/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1693472317453000, SpanDuration: 6.0ms
----------SpanID: 510306dfef4a9962, SpanName: http:/order/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1693472317454000, SpanDuration: 4.0ms
----------SpanID: a680a3285a217b74, SpanName: http:/travel/gettraintypebytripid/d1345, SpanKind: CLIENT, Timestamp:1693472317460000, SpanDuration: 13.0ms
------------SpanID: 49894a503f923aef, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693472317465000, SpanDuration: 6.0ms
------------SpanID: 49894a503f923aef, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693472317466000, SpanDuration: 4.0ms
----------SpanID: a680a3285a217b74, SpanName: http:/travel/gettraintypebytripid/d1345, SpanKind: SERVER, Timestamp:1693472317462000, SpanDuration: 10.0ms
------------SpanID: 49894a503f923aef, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693472317465000, SpanDuration: 6.0ms
------------SpanID: 49894a503f923aef, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693472317466000, SpanDuration: 4.0ms
--------SpanID: 50bbf33b77691484, SpanName: http:/order/create/, SpanKind: CLIENT, Timestamp:1693472317476000, SpanDuration: 24.0ms
----------SpanID: 8652148e13936b7a, SpanName: http:/verifylogintoken/bd7a6066-5564-4d51-b9d3-e7d, SpanKind: CLIENT, Timestamp:1693472317479000, SpanDuration: 8.0ms
----------SpanID: 8652148e13936b7a, SpanName: http:/verifylogintoken/bd7a6066-5564-4d51-b9d3-e7d, SpanKind: SERVER, Timestamp:1693472317482000, SpanDuration: 4.0ms
--------SpanID: 50bbf33b77691484, SpanName: http:/order/create/, SpanKind: SERVER, Timestamp:1693472317477000, SpanDuration: 22.0ms
----------SpanID: 8652148e13936b7a, SpanName: http:/verifylogintoken/bd7a6066-5564-4d51-b9d3-e7d, SpanKind: CLIENT, Timestamp:1693472317479000, SpanDuration: 8.0ms
----------SpanID: 8652148e13936b7a, SpanName: http:/verifylogintoken/bd7a6066-5564-4d51-b9d3-e7d, SpanKind: SERVER, Timestamp:1693472317482000, SpanDuration: 4.0ms
--------SpanID: f4ce51c2e107aef6, SpanName: http:/account/findbyid, SpanKind: CLIENT, Timestamp:1693472317501000, SpanDuration: 10.0ms
--------SpanID: f4ce51c2e107aef6, SpanName: http:/account/findbyid, SpanKind: SERVER, Timestamp:1693472317504000, SpanDuration: 5.0ms
--------SpanID: 0f89a875921f69f4, SpanName: http:/notification/order_cancel_success, SpanKind: CLIENT, Timestamp:1693472317520000, SpanDuration: 764.0ms
--------SpanID: 0f89a875921f69f4, SpanName: http:/notification/order_cancel_success, SpanKind: SERVER, Timestamp:1693472317523000, SpanDuration: 759.0ms
--SpanID: f8f0a41b75093e58, SpanName: send-async-click-twice, SpanKind: UNKNOWN, Timestamp:1693472317218000, SpanDuration: 1511.059ms
----SpanID: 9c2628e5938f1e8a, SpanName: http:/preserve, SpanKind: CLIENT, Timestamp:1693472317218000, SpanDuration: 1510.0ms
------SpanID: aeac94e1eb4a4978, SpanName: preserve, SpanKind: UNKNOWN, Timestamp:1693472317226000, SpanDuration: 1430.693ms
--------SpanID: 589d1fb398da459b, SpanName: http:/verifylogintoken/bd7a6066-5564-4d51-b9d3-e7d, SpanKind: CLIENT, Timestamp:1693472317227000, SpanDuration: 12.0ms
--------SpanID: 589d1fb398da459b, SpanName: http:/verifylogintoken/bd7a6066-5564-4d51-b9d3-e7d, SpanKind: SERVER, Timestamp:1693472317229000, SpanDuration: 6.0ms
--------SpanID: 53f6ec59cd00b397, SpanName: http:/security/check, SpanKind: CLIENT, Timestamp:1693472317240000, SpanDuration: 35.0ms
----------SpanID: 50f68750b9c932ba, SpanName: http:/getorderinfoforsecurity, SpanKind: CLIENT, Timestamp:1693472317248000, SpanDuration: 9.0ms
----------SpanID: 50f68750b9c932ba, SpanName: http:/getorderinfoforsecurity, SpanKind: SERVER, Timestamp:1693472317250000, SpanDuration: 6.0ms
----------SpanID: 926efab1c972c0ed, SpanName: http:/getorderotherinfoforsecurity, SpanKind: CLIENT, Timestamp:1693472317258000, SpanDuration: 9.0ms
----------SpanID: 926efab1c972c0ed, SpanName: http:/getorderotherinfoforsecurity, SpanKind: SERVER, Timestamp:1693472317260000, SpanDuration: 6.0ms
--------SpanID: 53f6ec59cd00b397, SpanName: http:/security/check, SpanKind: SERVER, Timestamp:1693472317242000, SpanDuration: 33.0ms
----------SpanID: 50f68750b9c932ba, SpanName: http:/getorderinfoforsecurity, SpanKind: CLIENT, Timestamp:1693472317248000, SpanDuration: 9.0ms
----------SpanID: 50f68750b9c932ba, SpanName: http:/getorderinfoforsecurity, SpanKind: SERVER, Timestamp:1693472317250000, SpanDuration: 6.0ms
----------SpanID: 926efab1c972c0ed, SpanName: http:/getorderotherinfoforsecurity, SpanKind: CLIENT, Timestamp:1693472317258000, SpanDuration: 9.0ms
----------SpanID: 926efab1c972c0ed, SpanName: http:/getorderotherinfoforsecurity, SpanKind: SERVER, Timestamp:1693472317260000, SpanDuration: 6.0ms
--------SpanID: 32616e8a693b1ec2, SpanName: http:/contacts/getcontactsbyid/, SpanKind: CLIENT, Timestamp:1693472317277000, SpanDuration: 18.0ms
----------SpanID: 054322bcf2e5580d, SpanName: http:/verifylogintoken/bd7a6066-5564-4d51-b9d3-e7d, SpanKind: CLIENT, Timestamp:1693472317282000, SpanDuration: 7.0ms
----------SpanID: 054322bcf2e5580d, SpanName: http:/verifylogintoken/bd7a6066-5564-4d51-b9d3-e7d, SpanKind: SERVER, Timestamp:1693472317283000, SpanDuration: 5.0ms
--------SpanID: 32616e8a693b1ec2, SpanName: http:/contacts/getcontactsbyid/, SpanKind: SERVER, Timestamp:1693472317278000, SpanDuration: 15.0ms
----------SpanID: 054322bcf2e5580d, SpanName: http:/verifylogintoken/bd7a6066-5564-4d51-b9d3-e7d, SpanKind: CLIENT, Timestamp:1693472317282000, SpanDuration: 7.0ms
----------SpanID: 054322bcf2e5580d, SpanName: http:/verifylogintoken/bd7a6066-5564-4d51-b9d3-e7d, SpanKind: SERVER, Timestamp:1693472317283000, SpanDuration: 5.0ms
--------SpanID: a5d8e7c66a0c091c, SpanName: http:/travel/gettripalldetailinfo/, SpanKind: CLIENT, Timestamp:1693472317296000, SpanDuration: 424.0ms
----------SpanID: b01f73706e022051, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693472317302000, SpanDuration: 24.0ms
------------SpanID: 093a41e3ca87ff71, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693472317307000, SpanDuration: 14.0ms
--------------SpanID: 334a722fd8b9954a, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317311000, SpanDuration: 8.0ms
--------------SpanID: 334a722fd8b9954a, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317314000, SpanDuration: 5.0ms
------------SpanID: 093a41e3ca87ff71, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693472317310000, SpanDuration: 11.0ms
--------------SpanID: 334a722fd8b9954a, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317311000, SpanDuration: 8.0ms
--------------SpanID: 334a722fd8b9954a, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317314000, SpanDuration: 5.0ms
----------SpanID: b01f73706e022051, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693472317305000, SpanDuration: 20.0ms
------------SpanID: 093a41e3ca87ff71, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693472317307000, SpanDuration: 14.0ms
--------------SpanID: 334a722fd8b9954a, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317311000, SpanDuration: 8.0ms
--------------SpanID: 334a722fd8b9954a, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317314000, SpanDuration: 5.0ms
------------SpanID: 093a41e3ca87ff71, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693472317310000, SpanDuration: 11.0ms
--------------SpanID: 334a722fd8b9954a, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317311000, SpanDuration: 8.0ms
--------------SpanID: 334a722fd8b9954a, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317314000, SpanDuration: 5.0ms
----------SpanID: b1e1a1fc0f8e1f36, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693472317326000, SpanDuration: 23.0ms
------------SpanID: afe2917865d008c5, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693472317330000, SpanDuration: 14.0ms
--------------SpanID: 8645ddd7bc338b7e, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317334000, SpanDuration: 7.0ms
--------------SpanID: 8645ddd7bc338b7e, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317337000, SpanDuration: 3.0ms
------------SpanID: afe2917865d008c5, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693472317332000, SpanDuration: 10.0ms
--------------SpanID: 8645ddd7bc338b7e, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317334000, SpanDuration: 7.0ms
--------------SpanID: 8645ddd7bc338b7e, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317337000, SpanDuration: 3.0ms
----------SpanID: b1e1a1fc0f8e1f36, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693472317329000, SpanDuration: 19.0ms
------------SpanID: afe2917865d008c5, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693472317330000, SpanDuration: 14.0ms
--------------SpanID: 8645ddd7bc338b7e, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317334000, SpanDuration: 7.0ms
--------------SpanID: 8645ddd7bc338b7e, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317337000, SpanDuration: 3.0ms
------------SpanID: afe2917865d008c5, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693472317332000, SpanDuration: 10.0ms
--------------SpanID: 8645ddd7bc338b7e, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317334000, SpanDuration: 7.0ms
--------------SpanID: 8645ddd7bc338b7e, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317337000, SpanDuration: 3.0ms
----------SpanID: 08ba7720e31ac2b7, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1693472317352000, SpanDuration: 7.0ms
----------SpanID: 08ba7720e31ac2b7, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1693472317354000, SpanDuration: 4.0ms
----------SpanID: 956735317ae1144e, SpanName: http:/ticketinfo/queryfortravel, SpanKind: CLIENT, Timestamp:1693472317360000, SpanDuration: 94.0ms
------------SpanID: 3aa67147706f44d1, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1693472317366000, SpanDuration: 86.0ms
--------------SpanID: d0d36455c4abdb5a, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693472317370000, SpanDuration: 9.0ms
--------------SpanID: d0d36455c4abdb5a, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693472317372000, SpanDuration: 3.0ms
--------------SpanID: 3f706877df8309cd, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693472317382000, SpanDuration: 7.0ms
--------------SpanID: 3f706877df8309cd, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693472317384000, SpanDuration: 4.0ms
--------------SpanID: 6db0c29efb38085f, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693472317390000, SpanDuration: 14.0ms
--------------SpanID: 6db0c29efb38085f, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693472317393000, SpanDuration: 9.0ms
--------------SpanID: 6c6b10c4edbdb8be, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1693472317410000, SpanDuration: 7.0ms
--------------SpanID: 6c6b10c4edbdb8be, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1693472317412000, SpanDuration: 4.0ms
--------------SpanID: 4332640b6c4b8d62, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693472317418000, SpanDuration: 8.0ms
--------------SpanID: 4332640b6c4b8d62, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693472317419000, SpanDuration: 6.0ms
--------------SpanID: b224869b6c57da0c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317427000, SpanDuration: 6.0ms
--------------SpanID: b224869b6c57da0c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317430000, SpanDuration: 3.0ms
--------------SpanID: 2ad5fa45758dfdbe, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317434000, SpanDuration: 9.0ms
--------------SpanID: 2ad5fa45758dfdbe, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317437000, SpanDuration: 6.0ms
------------SpanID: 3aa67147706f44d1, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1693472317367000, SpanDuration: 83.0ms
--------------SpanID: d0d36455c4abdb5a, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693472317370000, SpanDuration: 9.0ms
--------------SpanID: d0d36455c4abdb5a, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693472317372000, SpanDuration: 3.0ms
--------------SpanID: 3f706877df8309cd, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693472317382000, SpanDuration: 7.0ms
--------------SpanID: 3f706877df8309cd, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693472317384000, SpanDuration: 4.0ms
--------------SpanID: 6db0c29efb38085f, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693472317390000, SpanDuration: 14.0ms
--------------SpanID: 6db0c29efb38085f, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693472317393000, SpanDuration: 9.0ms
--------------SpanID: 6c6b10c4edbdb8be, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1693472317410000, SpanDuration: 7.0ms
--------------SpanID: 6c6b10c4edbdb8be, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1693472317412000, SpanDuration: 4.0ms
--------------SpanID: 4332640b6c4b8d62, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693472317418000, SpanDuration: 8.0ms
--------------SpanID: 4332640b6c4b8d62, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693472317419000, SpanDuration: 6.0ms
--------------SpanID: b224869b6c57da0c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317427000, SpanDuration: 6.0ms
--------------SpanID: b224869b6c57da0c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317430000, SpanDuration: 3.0ms
--------------SpanID: 2ad5fa45758dfdbe, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317434000, SpanDuration: 9.0ms
--------------SpanID: 2ad5fa45758dfdbe, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317437000, SpanDuration: 6.0ms
----------SpanID: 956735317ae1144e, SpanName: http:/ticketinfo/queryfortravel, SpanKind: SERVER, Timestamp:1693472317364000, SpanDuration: 89.0ms
------------SpanID: 3aa67147706f44d1, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1693472317366000, SpanDuration: 86.0ms
--------------SpanID: d0d36455c4abdb5a, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693472317370000, SpanDuration: 9.0ms
--------------SpanID: d0d36455c4abdb5a, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693472317372000, SpanDuration: 3.0ms
--------------SpanID: 3f706877df8309cd, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693472317382000, SpanDuration: 7.0ms
--------------SpanID: 3f706877df8309cd, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693472317384000, SpanDuration: 4.0ms
--------------SpanID: 6db0c29efb38085f, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693472317390000, SpanDuration: 14.0ms
--------------SpanID: 6db0c29efb38085f, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693472317393000, SpanDuration: 9.0ms
--------------SpanID: 6c6b10c4edbdb8be, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1693472317410000, SpanDuration: 7.0ms
--------------SpanID: 6c6b10c4edbdb8be, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1693472317412000, SpanDuration: 4.0ms
--------------SpanID: 4332640b6c4b8d62, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693472317418000, SpanDuration: 8.0ms
--------------SpanID: 4332640b6c4b8d62, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693472317419000, SpanDuration: 6.0ms
--------------SpanID: b224869b6c57da0c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317427000, SpanDuration: 6.0ms
--------------SpanID: b224869b6c57da0c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317430000, SpanDuration: 3.0ms
--------------SpanID: 2ad5fa45758dfdbe, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317434000, SpanDuration: 9.0ms
--------------SpanID: 2ad5fa45758dfdbe, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317437000, SpanDuration: 6.0ms
------------SpanID: 3aa67147706f44d1, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1693472317367000, SpanDuration: 83.0ms
--------------SpanID: d0d36455c4abdb5a, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693472317370000, SpanDuration: 9.0ms
--------------SpanID: d0d36455c4abdb5a, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693472317372000, SpanDuration: 3.0ms
--------------SpanID: 3f706877df8309cd, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693472317382000, SpanDuration: 7.0ms
--------------SpanID: 3f706877df8309cd, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693472317384000, SpanDuration: 4.0ms
--------------SpanID: 6db0c29efb38085f, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693472317390000, SpanDuration: 14.0ms
--------------SpanID: 6db0c29efb38085f, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693472317393000, SpanDuration: 9.0ms
--------------SpanID: 6c6b10c4edbdb8be, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1693472317410000, SpanDuration: 7.0ms
--------------SpanID: 6c6b10c4edbdb8be, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1693472317412000, SpanDuration: 4.0ms
--------------SpanID: 4332640b6c4b8d62, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693472317418000, SpanDuration: 8.0ms
--------------SpanID: 4332640b6c4b8d62, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693472317419000, SpanDuration: 6.0ms
--------------SpanID: b224869b6c57da0c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317427000, SpanDuration: 6.0ms
--------------SpanID: b224869b6c57da0c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317430000, SpanDuration: 3.0ms
--------------SpanID: 2ad5fa45758dfdbe, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317434000, SpanDuration: 9.0ms
--------------SpanID: 2ad5fa45758dfdbe, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317437000, SpanDuration: 6.0ms
----------SpanID: 34c344456cff3fc4, SpanName: http:/order/calculate, SpanKind: CLIENT, Timestamp:1693472317455000, SpanDuration: 19.0ms
